trial,label,result,duration_s,cube_x,cube_y,cube_z,drop_x,drop_y,drop_z,start_x,start_y,start_z,dist_start_to_cube,dist_start_to_drop,phase_approach_s,phase_grip_s,phase_carry_s,phase_place_s,n_obstacles,total_hits,penalty_accumulated_s,adjusted_duration_s
1,Obs-Transport 1,success,5.363,0.6573,-0.2564,1.1574,0.6828,-0.0847,1.2533,0.6002,0.0663,0.6928,0.5686,0.5864,3.16,0.66,0.913,0.684,0,0,0.0,5.417
2,Obs-Transport 2,success,6.27,0.6515,-0.1698,1.2439,0.6687,-0.2779,1.0171,0.6741,-0.0647,1.2503,0.1077,0.316,2.121,0.526,2.854,0.809,0,3,0.0,6.31
3,Obs-Transport 3,success,9.533,0.7044,-0.1907,0.9573,0.7078,-0.0471,0.8818,0.7201,-0.2745,1.0317,0.1132,0.2727,6.99,0.945,0.91,0.724,0,0,0.0,9.568
4,Obs-Transport 4,success,5.802,0.6772,-0.215,1.1999,0.7169,-0.104,0.9155,0.7289,-0.0415,0.8827,0.3652,0.0717,2.732,0.762,1.618,0.724,0,0,0.0,5.836
5,Obs-Transport 5,success,2.552,0.7502,-0.1131,1.0404,0.7397,-0.1077,1.0645,0.7294,-0.0606,0.9078,0.1441,0.164,0.781,1.121,0.022,0.662,0,0,0.0,2.586
