trial,label,result,duration_s,cube_x,cube_y,cube_z,drop_x,drop_y,drop_z,start_x,start_y,start_z,dist_start_to_cube,dist_start_to_drop,phase_approach_s,phase_grip_s,phase_carry_s,phase_place_s
1,Obs-Transport 1,success,34.629,0.6283,-0.0894,1.3104,0.6282,-0.0907,1.3199,0.6002,0.0663,0.6928,0.6376,0.6471,16.005,1.19,15.812,1.746
