trial,label,result,duration_s,cube_x,cube_y,cube_z,drop_x,drop_y,drop_z,start_x,start_y,start_z,dist_start_to_cube,dist_start_to_drop,phase_approach_s,phase_grip_s,phase_carry_s,phase_place_s
1,Transport 1,success,16.257,0.7296,-0.0918,1.1375,0.7085,-0.1926,1.0614,0.5999,0.0663,0.6924,0.4899,0.4637,5.681,1.726,7.295,1.571
2,Transport 2,timeout,30.01,0.6495,-0.1947,1.2573,0.6571,-0.1653,1.2532,0.7555,-0.1639,1.0707,0.2168,0.2074,27.099,2.912,0.0,0.0
