frame,Shoulder x,Shoulder y,Shoulder z,Elbow x,Elbow y,Elbow z,Wrist x,Wrist y,Wrist z,Index x,Index y,Index z,Thumb x,Thumb y,Thumb z,Pinky x,Pinky y,Pinky z,HipL x,HipL y,HipL z,HipR x,HipR y,HipR z
14,-0.10777610540390015,-0.4045531451702118,0.11850298196077347,-0.2235150784254074,-0.28663694858551025,-0.011828177608549595,-0.11174602061510086,-0.19071537256240845,-0.12581895291805267,-0.06120249629020691,-0.1659928858280182,-0.11213476955890656,-0.09849850088357925,-0.18446072936058044,-0.11690198630094528,-0.07632099837064743,-0.15766558051109314,-0.13428737223148346,0.06055021286010742,0.04017207771539688,0.08441054075956345,-0.060181669890880585,-0.04117526859045029,-0.08314193785190582
15,-0.10920008271932602,-0.4044501781463623,0.12040357291698456,-0.22463276982307434,-0.2844177782535553,-0.011729040183126926,-0.11423087865114212,-0.18796516954898834,-0.13548003137111664,-0.06513786315917969,-0.16184581816196442,-0.12664644420146942,-0.10099110752344131,-0.18163207173347473,-0.1282501220703125,-0.08052760362625122,-0.15292556583881378,-0.14577163755893707,0.06113617494702339,0.04028991609811783,0.08425845205783844,-0.060758061707019806,-0.04128199815750122,-0.08297407627105713
16,-0.11016774922609329,-0.4020966589450836,0.12463964521884918,-0.2256939858198166,-0.2815512716770172,-0.011608672328293324,-0.12071123719215393,-0.18343524634838104,-0.15081080794334412,-0.07307480275630951,-0.15633070468902588,-0.1474277675151825,-0.10662895441055298,-0.1765318512916565,-0.14537349343299866,-0.09135260432958603,-0.14773055911064148,-0.16422347724437714,0.06361936032772064,0.040269579738378525,0.08386119455099106,-0.06311758607625961,-0.04126470163464546,-0.08254281431436539
17,-0.1164020523428917,-0.38982027769088745,0.14708660542964935,-0.2331061065196991,-0.2767654061317444,0.007789352908730507,-0.14131636917591095,-0.1746843010187149,-0.14981481432914734,-0.09478268027305603,-0.14208126068115234,-0.1429021656513214,-0.12672537565231323,-0.1659058779478073,-0.14392773807048798,-0.1149972528219223,-0.13689103722572327,-0.1601318120956421,0.07353710383176804,0.040238816291093826,0.07801008969545364,-0.07288525998592377,-0.04123436659574509,-0.07661611586809158
18,-0.11890189349651337,-0.3852640688419342,0.14820659160614014,-0.2329375296831131,-0.2780681848526001,0.007637522649019957,-0.1418849676847458,-0.17912770807743073,-0.15025050938129425,-0.09646884351968765,-0.14703825116157532,-0.1472313553094864,-0.1276025027036667,-0.17037656903266907,-0.14490053057670593,-0.11669683456420898,-0.14239411056041718,-0.16424019634723663,0.07705499231815338,0.040222566574811935,0.07490444928407669,-0.07626700401306152,-0.041220977902412415,-0.07339232414960861
19,-0.12539471685886383,-0.3861362040042877,0.14605315029621124,-0.23778341710567474,-0.2836494445800781,0.007250205613672733,-0.1588910073041916,-0.19113858044147491,-0.16209352016448975,-0.11782433092594147,-0.15831956267356873,-0.16522900760173798,-0.14532993733882904,-0.18174010515213013,-0.15813657641410828,-0.13793595135211945,-0.15420664846897125,-0.18056853115558624,0.07785376906394958,0.04022987559437752,0.07453790307044983,-0.07701026648283005,-0.04123455286026001,-0.07297363877296448
20,-0.1349136382341385,-0.3833276033401489,0.15179912745952606,-0.2559966742992401,-0.2881580591201782,0.011371204629540443,-0.21215878427028656,-0.21702949702739716,-0.15923860669136047,-0.18195180594921112,-0.18885020911693573,-0.1641548126935959,-0.2002214938402176,-0.20862627029418945,-0.15576709806919098,-0.2009667605161667,-0.18464395403862,-0.17850267887115479,0.08187569677829742,0.040250688791275024,0.07182354480028152,-0.08102478086948395,-0.04125360772013664,-0.07024315744638443
21,-0.13465425372123718,-0.3731811046600342,0.16760548949241638,-0.25507721304893494,-0.28006547689437866,0.016063841059803963,-0.19525891542434692,-0.19650854170322418,-0.16016855835914612,-0.1617743819952011,-0.1693294793367386,-0.16843420267105103,-0.18391379714012146,-0.18871943652629852,-0.15754428505897522,-0.17807427048683167,-0.16154973208904266,-0.18161866068840027,0.08932942152023315,0.03969234973192215,0.06722550839185715,-0.0885261669754982,-0.040723104029893875,-0.06574639678001404
22,-0.13397429883480072,-0.36813342571258545,0.17390908300876617,-0.24577943980693817,-0.2733326256275177,0.016721250489354134,-0.14623497426509857,-0.18085764348506927,-0.16614291071891785,-0.081037238240242,-0.15246562659740448,-0.18005546927452087,-0.12214222550392151,-0.17479129135608673,-0.16439419984817505,-0.1162925437092781,-0.13883228600025177,-0.19250820577144623,0.0931825265288353,0.03842533752322197,0.06383625417947769,-0.09257481247186661,-0.03945576772093773,-0.06254944205284119
23,-0.13350513577461243,-0.37834563851356506,0.17120949923992157,-0.24544064700603485,-0.3398255705833435,0.009651144035160542,-0.15195077657699585,-0.2535271644592285,-0.16399668157100677,-0.08508288115262985,-0.23029382526874542,-0.17517396807670593,-0.12772426009178162,-0.24348166584968567,-0.16172707080841064,-0.11739391833543777,-0.2255224883556366,-0.1891103833913803,0.10033611953258514,0.03309662640094757,0.059491146355867386,-0.10008515417575836,-0.03478775918483734,-0.05841253697872162
24,-0.12468768656253815,-0.3941042721271515,0.15342411398887634,-0.14713270962238312,-0.33752205967903137,-0.04194073751568794,0.013245387934148312,-0.2983480989933014,-0.1626545935869217,0.08802963048219681,-0.2912808954715729,-0.17301391065120697,0.032134074717760086,-0.2923443913459778,-0.16004009544849396,0.07482028752565384,-0.27869516611099243,-0.18824219703674316,0.10627306997776031,0.021005364134907722,0.04118173196911812,-0.10648998618125916,-0.022128967568278313,-0.04052674397826195
25,-0.09221617132425308,-0.4205896556377411,-0.07239741832017899,-0.17046181857585907,-0.39756980538368225,-0.15493211150169373,-0.14516977965831757,-0.4093553423881531,-0.2236379235982895,-0.13496635854244232,-0.41934117674827576,-0.2424779236316681,-0.13899171352386475,-0.4087587594985962,-0.22760482132434845,-0.1426270306110382,-0.40627777576446533,-0.24603474140167236,0.10473328083753586,0.009264998137950897,0.04845830798149109,-0.10455803573131561,-0.011456427164375782,-0.047979313880205154
26,-0.09603364020586014,-0.4162861108779907,-0.2582255005836487,-0.18171940743923187,-0.3009207546710968,-0.33110707998275757,-0.19414997100830078,-0.35669511556625366,-0.46622756123542786,-0.20256072282791138,-0.3116481602191925,-0.4866510033607483,-0.194918692111969,-0.32049113512039185,-0.4759933650493622,-0.19753633439540863,-0.299625962972641,-0.4806477129459381,0.08717326819896698,-0.005377869587391615,0.05406602472066879,-0.0871819481253624,0.0041328053921461105,-0.05368691682815552
27,-0.09730299562215805,-0.46028462052345276,-0.21942277252674103,-0.22066201269626617,-0.3086905777454376,-0.3062886893749237,-0.22767917811870575,-0.3456891179084778,-0.4347759783267975,-0.23236148059368134,-0.30965229868888855,-0.43884482979774475,-0.2276831716299057,-0.31856709718704224,-0.43489646911621094,-0.2346745729446411,-0.2895582616329193,-0.4452083706855774,0.069341741502285,-0.010974150151014328,0.08084891736507416,-0.0694638267159462,0.009627854451537132,-0.07994505017995834
28,-0.09826017916202545,-0.4732455313205719,-0.16724815964698792,-0.22361429035663605,-0.32317349314689636,-0.27735042572021484,-0.21686840057373047,-0.32066360116004944,-0.4304847717285156,-0.21608687937259674,-0.31157186627388,-0.4359951317310333,-0.21590961515903473,-0.3127065896987915,-0.43012040853500366,-0.21930742263793945,-0.2984284460544586,-0.44579601287841797,0.06511750817298889,-0.015387943014502525,0.09295887500047684,-0.06513188779354095,0.014075960032641888,-0.09203992784023285
29,-0.09889127314090729,-0.4887719750404358,-0.17387822270393372,-0.20698697865009308,-0.3769669830799103,-0.3466034531593323,-0.1989896446466446,-0.40203535556793213,-0.5511999726295471,-0.2008783519268036,-0.4163455665111542,-0.5720687508583069,-0.21389266848564148,-0.4050224721431732,-0.5544333457946777,-0.21682776510715485,-0.4106907844543457,-0.5740211009979248,0.05946994945406914,-0.012979765422642231,0.10147890448570251,-0.05931931361556053,0.01154226716607809,-0.10032336413860321
30,-0.10399168729782104,-0.48683279752731323,-0.18491041660308838,-0.21893206238746643,-0.4215739071369171,-0.3179130554199219,-0.22158589959144592,-0.47588860988616943,-0.48103681206703186,-0.22861050069332123,-0.5005369782447815,-0.494095116853714,-0.22867809236049652,-0.48215556144714355,-0.48275241255760193,-0.2271912842988968,-0.4923871159553528,-0.5000818967819214,0.060779985040426254,-0.013325612060725689,0.09822073578834534,-0.060658685863018036,0.011924311518669128,-0.09706924855709076
31,-0.11592352390289307,-0.484758585691452,-0.18722164630889893,-0.2255740761756897,-0.42947709560394287,-0.31228750944137573,-0.24724137783050537,-0.5224882364273071,-0.4634590744972229,-0.2621234953403473,-0.5606284141540527,-0.47945213317871094,-0.25440332293510437,-0.5317504405975342,-0.4658193588256836,-0.2525366246700287,-0.550920844078064,-0.4852965772151947,0.06170212849974632,-0.015648163855075836,0.09616684168577194,-0.061572279781103134,0.01421348936855793,-0.09501183032989502
32,-0.11892954260110855,-0.4827220141887665,-0.18794289231300354,-0.22686322033405304,-0.41556474566459656,-0.31245309114456177,-0.2520892024040222,-0.5042683482170105,-0.46495872735977173,-0.2682355046272278,-0.5459686517715454,-0.4859788119792938,-0.2590250074863434,-0.5146870613098145,-0.46816930174827576,-0.25713565945625305,-0.5338941216468811,-0.49078822135925293,0.06054679676890373,-0.0182049423456192,0.09584522992372513,-0.06046965345740318,0.01680232770740986,-0.094667948782444
33,-0.12283964455127716,-0.4787856638431549,-0.1845964789390564,-0.2382110208272934,-0.4037940800189972,-0.3092930018901825,-0.27559003233909607,-0.5099023580551147,-0.4564022719860077,-0.29496729373931885,-0.5649220943450928,-0.4759443700313568,-0.2836219370365143,-0.5230951309204102,-0.4600541591644287,-0.2815936803817749,-0.550495445728302,-0.4790495038032532,0.06108996272087097,-0.018247371539473534,0.09509842097759247,-0.06105319410562515,0.016780082136392593,-0.09395550191402435
34,-0.12532904744148254,-0.47865965962409973,-0.18044359982013702,-0.24476642906665802,-0.3940829336643219,-0.30305615067481995,-0.2862318754196167,-0.47383207082748413,-0.46054625511169434,-0.30822116136550903,-0.5069397687911987,-0.4825294613838196,-0.29416027665138245,-0.4819354712963104,-0.46504849195480347,-0.2972920835018158,-0.49357008934020996,-0.4837638735771179,0.06208952143788338,-0.01787468232214451,0.09431491792201996,-0.06210799515247345,0.016405433416366577,-0.09316413104534149
35,-0.12478888779878616,-0.47960421442985535,-0.19039590656757355,-0.24791382253170013,-0.34896910190582275,-0.30557021498680115,-0.27508223056793213,-0.38244420289993286,-0.4690321385860443,-0.28997406363487244,-0.41026756167411804,-0.4927341938018799,-0.28077825903892517,-0.3896743953227997,-0.47320327162742615,-0.2825078070163727,-0.3980551064014435,-0.4940322935581207,0.06260132044553757,-0.017520781606435776,0.0939876139163971,-0.06261269003152847,0.016077077016234398,-0.09281115978956223
36,-0.12391115725040436,-0.48237311840057373,-0.197236105799675,-0.24917620420455933,-0.32414254546165466,-0.30059245228767395,-0.2751437723636627,-0.31671375036239624,-0.463591605424881,-0.28921622037887573,-0.33361929655075073,-0.4827447533607483,-0.27983349561691284,-0.32150670886039734,-0.46686989068984985,-0.28403353691101074,-0.3229827582836151,-0.48570215702056885,0.06254543364048004,-0.01743955910205841,0.09385845065116882,-0.06263849884271622,0.016063161194324493,-0.09266854077577591
37,-0.12418167293071747,-0.48098716139793396,-0.21329821646213531,-0.2575509250164032,-0.30429238080978394,-0.3004973530769348,-0.2842908501625061,-0.2792527675628662,-0.45956727862358093,-0.295681893825531,-0.2925553023815155,-0.4768192768096924,-0.28749793767929077,-0.28345784544944763,-0.4626535177230835,-0.2922932207584381,-0.2805791199207306,-0.47994372248649597,0.06260102987289429,-0.018467245623469353,0.0936184823513031,-0.06275027990341187,0.017220627516508102,-0.09242044389247894
38,-0.12159384787082672,-0.4793970286846161,-0.22490297257900238,-0.25879132747650146,-0.274342805147171,-0.2987445890903473,-0.29755330085754395,-0.19969442486763,-0.43157467246055603,-0.3108730614185333,-0.1981905996799469,-0.45430517196655273,-0.300839900970459,-0.2002464383840561,-0.43657925724983215,-0.31040146946907043,-0.18816125392913818,-0.45195379853248596,0.06276565790176392,-0.018327713012695312,0.09347111731767654,-0.06294679641723633,0.01710594817996025,-0.09227515012025833
39,-0.12132693827152252,-0.4768940806388855,-0.22733090817928314,-0.2657841742038727,-0.2644079327583313,-0.2977127134799957,-0.31765538454055786,-0.15146999061107635,-0.40801334381103516,-0.33091074228286743,-0.13189274072647095,-0.43228766322135925,-0.31941935420036316,-0.1467181295156479,-0.4138313829898834,-0.3360017240047455,-0.12775838375091553,-0.42688992619514465,0.06392136216163635,-0.01823512837290764,0.09335903823375702,-0.06436747312545776,0.017011282965540886,-0.092157281935215
40,-0.12078604102134705,-0.47403085231781006,-0.22640693187713623,-0.27302780747413635,-0.25819772481918335,-0.29100286960601807,-0.33355143666267395,-0.13243387639522552,-0.3769684135913849,-0.34859034419059753,-0.10892071574926376,-0.39766424894332886,-0.3350270986557007,-0.12640897929668427,-0.38252970576286316,-0.35512858629226685,-0.10619132220745087,-0.3912460505962372,0.0646880567073822,-0.01808525249361992,0.09327833354473114,-0.06531764566898346,0.016896376386284828,-0.09208613634109497
41,-0.11847390234470367,-0.4715930223464966,-0.22780252993106842,-0.27583351731300354,-0.2551783621311188,-0.290641725063324,-0.3426717519760132,-0.11951003223657608,-0.37959009408950806,-0.35770881175994873,-0.0916883572936058,-0.40010523796081543,-0.34383657574653625,-0.11141002923250198,-0.3853360414505005,-0.3664725124835968,-0.09077386558055878,-0.3935425579547882,0.06556884199380875,-0.017413917928934097,0.09312570840120316,-0.06636595726013184,0.0162602998316288,-0.09194763749837875
42,-0.11819179356098175,-0.468569278717041,-0.22346600890159607,-0.28173691034317017,-0.2480175495147705,-0.27678200602531433,-0.3571716248989105,-0.0961812362074852,-0.35193055868148804,-0.3753238618373871,-0.06365427374839783,-0.36844006180763245,-0.35854241251945496,-0.08637871593236923,-0.3576028048992157,-0.3838177025318146,-0.0651388019323349,-0.3613145351409912,0.06685993075370789,-0.016908910125494003,0.09263987094163895,-0.06777550280094147,0.01581311970949173,-0.09150249511003494
43,-0.11814393103122711,-0.4671000838279724,-0.2257339060306549,-0.2826538681983948,-0.24692954123020172,-0.27483832836151123,-0.3589518070220947,-0.09081484377384186,-0.35089194774627686,-0.3763653039932251,-0.056317202746868134,-0.36844515800476074,-0.35989129543304443,-0.08093424141407013,-0.35661381483078003,-0.38541674613952637,-0.05794394388794899,-0.361348032951355,0.06844968348741531,-0.015931911766529083,0.09248869121074677,-0.06942679733037949,0.01484659593552351,-0.09132181853055954
44,-0.11835779994726181,-0.4664042890071869,-0.22715051472187042,-0.281598836183548,-0.24576982855796814,-0.2735675871372223,-0.35136717557907104,-0.08682607114315033,-0.3486919403076172,-0.3680419325828552,-0.05219528451561928,-0.3651639223098755,-0.3521290719509125,-0.077271968126297,-0.3541484475135803,-0.3763837516307831,-0.053579509258270264,-0.3581986427307129,0.07113415747880936,-0.014653773047029972,0.09184787422418594,-0.07214800268411636,0.013587976805865765,-0.09062229841947556
45,-0.11851340532302856,-0.4641454815864563,-0.22602783143520355,-0.2816097140312195,-0.24325679242610931,-0.26974815130233765,-0.35156700015068054,-0.08119546622037888,-0.3441323935985565,-0.3661724925041199,-0.0463760644197464,-0.3613545000553131,-0.3514876365661621,-0.07159978151321411,-0.3495562970638275,-0.3755764067173004,-0.04753910377621651,-0.35494279861450195,0.07266867160797119,-0.014093787409365177,0.09126778692007065,-0.07368943095207214,0.013028101995587349,-0.08999539911746979
46,-0.12321773916482925,-0.46415117383003235,-0.19879113137722015,-0.28458261489868164,-0.24706706404685974,-0.2383473664522171,-0.35627833008766174,-0.08706695586442947,-0.3181232213973999,-0.37483102083206177,-0.05219998583197594,-0.33338209986686707,-0.3560420274734497,-0.07752759009599686,-0.32393863797187805,-0.38364484906196594,-0.05333796143531799,-0.32561174035072327,0.07621876895427704,-0.012088974937796593,0.09064178913831711,-0.07723772525787354,0.01105381827801466,-0.08935889601707458
47,-0.12413032352924347,-0.4632745683193207,-0.1990816444158554,-0.28700369596481323,-0.24474675953388214,-0.24158427119255066,-0.3562987744808197,-0.06924798339605331,-0.31957510113716125,-0.3737943768501282,-0.029841044917702675,-0.3345158100128174,-0.3552972972393036,-0.058601539582014084,-0.32497280836105347,-0.38367682695388794,-0.03133966773748398,-0.3274811804294586,0.07903727889060974,-0.011096016503870487,0.09021933376789093,-0.08002351969480515,0.010088859125971794,-0.08894467353820801
48,-0.12375667691230774,-0.4652250409126282,-0.19685831665992737,-0.27972355484962463,-0.24737077951431274,-0.23870447278022766,-0.3556671738624573,-0.08078398555517197,-0.3178209364414215,-0.3707728385925293,-0.042892295867204666,-0.3349912464618683,-0.3541066646575928,-0.07066410779953003,-0.32380566000938416,-0.3792259991168976,-0.0444159135222435,-0.3266620635986328,0.08052171766757965,-0.009595511481165886,0.09009770303964615,-0.08148951083421707,0.00859551876783371,-0.08880692720413208
49,-0.1232014149427414,-0.46566280722618103,-0.18396443128585815,-0.27899429202079773,-0.24873410165309906,-0.22200439870357513,-0.35663071274757385,-0.07334990799427032,-0.30048710107803345,-0.37532129883766174,-0.030917566269636154,-0.31603360176086426,-0.3557189702987671,-0.06144927814602852,-0.3059898912906647,-0.38496968150138855,-0.035712260752916336,-0.3090043365955353,0.08075597882270813,-0.009210828691720963,0.09001769870519638,-0.08170384168624878,0.008215299807488918,-0.08872891962528229
50,-0.1242506131529808,-0.4669884741306305,-0.17211434245109558,-0.27672049403190613,-0.24977616965770721,-0.21328409016132355,-0.35424426198005676,-0.07049422711133957,-0.29635119438171387,-0.37329673767089844,-0.023706741631031036,-0.31425511837005615,-0.35360831022262573,-0.057648517191410065,-0.3024880886077881,-0.38257771730422974,-0.029469868168234825,-0.3054531514644623,0.08150852471590042,-0.008419996127486229,0.08946830779314041,-0.08243207633495331,0.007442320231348276,-0.0881822481751442
51,-0.12469977885484695,-0.46794813871383667,-0.17276792228221893,-0.2709042429924011,-0.24977540969848633,-0.21370720863342285,-0.34243839979171753,-0.06933668255805969,-0.30022701621055603,-0.35846903920173645,-0.022780174389481544,-0.3211824297904968,-0.33983710408210754,-0.05715102329850197,-0.30692172050476074,-0.3696686923503876,-0.026182619854807854,-0.3118859529495239,0.08330841362476349,-0.007857391610741615,0.08686310052871704,-0.0842231810092926,0.0068978071212768555,-0.08561389893293381
52,-0.12456510215997696,-0.46925607323646545,-0.17428342998027802,-0.2647913694381714,-0.25025105476379395,-0.21691860258579254,-0.33748549222946167,-0.058761052787303925,-0.3041089177131653,-0.3522820472717285,-0.003286004066467285,-0.32572808861732483,-0.3335270583629608,-0.044270701706409454,-0.31097957491874695,-0.36629554629325867,-0.009526814334094524,-0.3167670965194702,0.0841384008526802,-0.007482925895601511,0.08580315113067627,-0.08500981330871582,0.006534031126648188,-0.08452236652374268
53,-0.12283746898174286,-0.46997886896133423,-0.17458423972129822,-0.2574215829372406,-0.2506340444087982,-0.220713272690773,-0.3309939205646515,-0.0404864065349102,-0.31516990065574646,-0.344129353761673,0.027492964640259743,-0.343951940536499,-0.3254656195640564,-0.02282683178782463,-0.32310810685157776,-0.3624747693538666,0.017237000167369843,-0.3332694172859192,0.08430618047714233,-0.007250301539897919,0.08577944338321686,-0.08514067530632019,0.006303136702626944,-0.08448882400989532
54,-0.11663762480020523,-0.4728138744831085,-0.17561541497707367,-0.24871039390563965,-0.2529852092266083,-0.22425329685211182,-0.32218629121780396,-0.02121371030807495,-0.3231438398361206,-0.33377665281295776,0.06059737130999565,-0.3534756302833557,-0.315083384513855,0.0009060869342647493,-0.33162423968315125,-0.35826727747917175,0.04400644823908806,-0.3416871130466461,0.08458291739225388,-0.006652670446783304,0.08575079590082169,-0.08536824584007263,0.005685456562787294,-0.08443310111761093
55,-0.09848161041736603,-0.4728940725326538,-0.18640939891338348,-0.24251145124435425,-0.2533540427684784,-0.23098331689834595,-0.3167947232723236,-0.0055358088575303555,-0.3267582654953003,-0.32416096329689026,0.08138623833656311,-0.35734090209007263,-0.30805879831314087,0.017964547500014305,-0.335325688123703,-0.35410115122795105,0.06355413049459457,-0.3451271951198578,0.08476199209690094,-0.005253129173070192,0.08524944633245468,-0.08551980555057526,0.004229896701872349,-0.08385289460420609
56,-0.09611956030130386,-0.4743459224700928,-0.18467536568641663,-0.24301043152809143,-0.25343161821365356,-0.22954215109348297,-0.31382179260253906,-0.005045753903687,-0.3268507122993469,-0.3182784914970398,0.07734869420528412,-0.3605487644672394,-0.30410754680633545,0.017755407840013504,-0.33581697940826416,-0.35005512833595276,0.06239903345704079,-0.3458041846752167,0.08511914312839508,-0.004021504893898964,0.08341817557811737,-0.08587757498025894,0.0029918120708316565,-0.08205927908420563
