frame,Shoulder x,Shoulder y,Shoulder z,Elbow x,Elbow y,Elbow z,Wrist x,Wrist y,Wrist z,Index x,Index y,Index z,Thumb x,Thumb y,Thumb z,Pinky x,Pinky y,Pinky z,HipL x,HipL y,HipL z,HipR x,HipR y,HipR z
415,-0.11224076896905899,-0.5058061480522156,-0.039573922753334045,-0.2873453199863434,-0.5568355917930603,-0.14110685884952545,-0.25914961099624634,-0.7043269276618958,-0.2821561098098755,-0.21387991309165955,-0.727694034576416,-0.3058125972747803,-0.240259051322937,-0.7089400291442871,-0.28701531887054443,-0.23645196855068207,-0.7101693153381348,-0.31245338916778564,0.11075489223003387,0.005952419247478247,-0.005389735102653503,-0.11061972379684448,-0.006297342944890261,0.0062251160852611065
416,-0.11177321523427963,-0.5052648186683655,-0.039554089307785034,-0.28790733218193054,-0.5562331080436707,-0.14092691242694855,-0.2676936984062195,-0.7055566906929016,-0.2819368541240692,-0.22494488954544067,-0.7309547662734985,-0.3055295944213867,-0.24940617382526398,-0.7104553580284119,-0.2867772877216339,-0.24688269197940826,-0.713325023651123,-0.31219348311424255,0.11077751964330673,0.006028551142662764,-0.005422431044280529,-0.11064032465219498,-0.006376257166266441,0.006257190369069576
417,-0.11174752563238144,-0.5049564838409424,-0.04402967914938927,-0.2896385192871094,-0.5563611388206482,-0.14516837894916534,-0.27892476320266724,-0.709496796131134,-0.2907029092311859,-0.2382989376783371,-0.7384040951728821,-0.3166511654853821,-0.26111552119255066,-0.7151016592979431,-0.2962776720523834,-0.259890079498291,-0.7199267745018005,-0.32209494709968567,0.11082540452480316,0.006062836851924658,-0.005399621091783047,-0.11068657040596008,-0.006414386909455061,0.0062314048409461975
418,-0.11172522604465485,-0.5049803853034973,-0.044838812202215195,-0.2911500334739685,-0.5569415092468262,-0.14530059695243835,-0.3003763258457184,-0.7140244841575623,-0.2924264669418335,-0.26842954754829407,-0.7450675368309021,-0.3200756907463074,-0.2846771478652954,-0.7199472188949585,-0.29874756932258606,-0.2879020869731903,-0.7270354628562927,-0.32382500171661377,0.1108902096748352,0.00614034803584218,-0.005389276891946793,-0.11074938625097275,-0.006493762135505676,0.006220661103725433
419,-0.11176563799381256,-0.5050336122512817,-0.04982052743434906,-0.2946329116821289,-0.5564519166946411,-0.14773203432559967,-0.3398583233356476,-0.7138910293579102,-0.3033657968044281,-0.3216714560985565,-0.744583785533905,-0.336865097284317,-0.3276089131832123,-0.7196707725524902,-0.31189846992492676,-0.3373272716999054,-0.726877748966217,-0.335612416267395,0.11096426844596863,0.00626513222232461,-0.005183860659599304,-0.11081939935684204,-0.006618739105761051,0.006008918862789869
420,-0.11175500601530075,-0.505301296710968,-0.05030226707458496,-0.295624315738678,-0.5526323914527893,-0.14633305370807648,-0.37268194556236267,-0.7097395658493042,-0.30157315731048584,-0.3682701289653778,-0.7433387637138367,-0.3351011276245117,-0.36418360471725464,-0.7159900665283203,-0.31012752652168274,-0.3787698447704315,-0.7259975075721741,-0.33344724774360657,0.11098862439393997,0.006431489251554012,-0.005184462759643793,-0.11084077507257462,-0.006773278117179871,0.0060060094110667706
421,-0.11180706322193146,-0.506946861743927,-0.05268077179789543,-0.2971828877925873,-0.5507081151008606,-0.13935956358909607,-0.39517083764076233,-0.7046328186988831,-0.2919011414051056,-0.3989870846271515,-0.7393197417259216,-0.3327808082103729,-0.3889025151729584,-0.71086585521698,-0.3040010333061218,-0.40681031346321106,-0.7230732440948486,-0.32191920280456543,0.11102096736431122,0.006733262445777655,-0.0052894107066094875,-0.11086893826723099,-0.0070597040466964245,0.006098982412368059
422,-0.11175297945737839,-0.5119134783744812,-0.050691407173871994,-0.29893091320991516,-0.5520313382148743,-0.08135324716567993,-0.43230515718460083,-0.6977003812789917,-0.18971799314022064,-0.4526616930961609,-0.7279672026634216,-0.23236189782619476,-0.43103569746017456,-0.702722430229187,-0.20538781583309174,-0.4539499878883362,-0.7137274146080017,-0.21190720796585083,0.11102784425020218,0.007164686918258667,-0.006069466006010771,-0.11087346076965332,-0.007462342735379934,0.006843273993581533
423,-0.11143206059932709,-0.5184984803199768,-0.04241131991147995,-0.29897481203079224,-0.5599814653396606,-0.010605956427752972,-0.4627830386161804,-0.6923375129699707,-0.0704398825764656,-0.4996906816959381,-0.7164292335510254,-0.11110390722751617,-0.4668537676334381,-0.6960577964782715,-0.08801226317882538,-0.49413609504699707,-0.7038638591766357,-0.08327697962522507,0.1110086441040039,0.007796380203217268,-0.0070668733678758144,-0.11085337400436401,-0.008073216304183006,0.007833670824766159
424,-0.11142151057720184,-0.5226476192474365,-0.03817351534962654,-0.3000987768173218,-0.5657707452774048,0.0170905739068985,-0.4893863797187805,-0.6802242994308472,-0.02498791366815567,-0.5362676382064819,-0.6971571445465088,-0.0646112710237503,-0.496707558631897,-0.6823160648345947,-0.04336049407720566,-0.5267158150672913,-0.685697615146637,-0.033521946519613266,0.11098916083574295,0.008202114142477512,-0.007306569721549749,-0.11083496361970901,-0.00845766719430685,0.008075421676039696
425,-0.11161202192306519,-0.5273454785346985,-0.034789301455020905,-0.30507922172546387,-0.573503315448761,0.026416989043354988,-0.5091310739517212,-0.6732348203659058,-0.014669339172542095,-0.5595357418060303,-0.6856127381324768,-0.054986946284770966,-0.5175729990005493,-0.6741735339164734,-0.033549290150403976,-0.5498565435409546,-0.6745360493659973,-0.02188880182802677,0.11097385734319687,0.008478740230202675,-0.00767575204372406,-0.11082290858030319,-0.008716490119695663,0.008444823324680328
426,-0.11185315996408463,-0.5286594033241272,-0.033413536846637726,-0.3107024133205414,-0.574876606464386,0.021321740001440048,-0.5261688232421875,-0.6625640392303467,-0.01837095059454441,-0.5805532932281494,-0.6704315543174744,-0.05679602175951004,-0.5356131196022034,-0.6622329354286194,-0.03691732510924339,-0.5699471235275269,-0.6605677604675293,-0.02421688660979271,0.11090227961540222,0.00859636440873146,-0.007830764167010784,-0.11075743287801743,-0.0088174007833004,0.00859709084033966
427,-0.11185397952795029,-0.5299566388130188,-0.030943643301725388,-0.3123571574687958,-0.5757883191108704,0.025786234065890312,-0.5294453501701355,-0.6557864546775818,-0.011034470051527023,-0.5853654742240906,-0.6609846949577332,-0.048271294683218,-0.5392398834228516,-0.6546061635017395,-0.029584050178527832,-0.5741946697235107,-0.6520687341690063,-0.01496068574488163,0.11086204648017883,0.008688393980264664,-0.007969073951244354,-0.11072200536727905,-0.00889737717807293,0.008733892813324928
428,-0.11170535534620285,-0.5315738916397095,-0.03126072883605957,-0.3141460418701172,-0.5766101479530334,0.025526979938149452,-0.534439742565155,-0.6481078267097473,-0.01388509664684534,-0.5919962525367737,-0.6507344245910645,-0.05120738223195076,-0.5445998907089233,-0.6458846926689148,-0.03258019685745239,-0.580930769443512,-0.642551600933075,-0.017059793695807457,0.1108434721827507,0.008830470032989979,-0.008230038918554783,-0.11070747673511505,-0.009030169807374477,0.008993931114673615
429,-0.11096972227096558,-0.5323172211647034,-0.03147353604435921,-0.314118891954422,-0.5761496424674988,0.028623348101973534,-0.5336104035377502,-0.6353377103805542,-0.009086262434720993,-0.5912070870399475,-0.6345860958099365,-0.04535588622093201,-0.543768584728241,-0.6320813894271851,-0.027612119913101196,-0.5802564024925232,-0.6272494196891785,-0.010805860161781311,0.11080870032310486,0.008898530155420303,-0.008447141386568546,-0.110676608979702,-0.009094282053411007,0.009216261096298695
430,-0.1108776107430458,-0.5326539278030396,-0.0316506028175354,-0.3143160343170166,-0.5743405222892761,0.024922827258706093,-0.5307257175445557,-0.6205978393554688,-0.020740274339914322,-0.5861621499061584,-0.6190040111541748,-0.059505678713321686,-0.5401513576507568,-0.6168258786201477,-0.03942076861858368,-0.5769174098968506,-0.6118578910827637,-0.02522619068622589,0.11079806834459305,0.009020899422466755,-0.008431983180344105,-0.11066792160272598,-0.009216075763106346,0.00920470803976059
431,-0.11088968068361282,-0.5329784154891968,-0.03205479681491852,-0.3141889274120331,-0.5698257684707642,0.022558318451046944,-0.5243409276008606,-0.6060911417007446,-0.02572539635002613,-0.5765613913536072,-0.6027673482894897,-0.06573885679244995,-0.5328902006149292,-0.601990818977356,-0.04452754557132721,-0.5684579014778137,-0.5961602330207825,-0.03110257349908352,0.11079767346382141,0.009137355722486973,-0.008271302096545696,-0.11066841334104538,-0.009330959990620613,0.009047417901456356
432,-0.11104297637939453,-0.5332159996032715,-0.03734535351395607,-0.3148552477359772,-0.5673501491546631,0.01852913573384285,-0.5267479419708252,-0.5981021523475647,-0.03179603070020676,-0.5800389647483826,-0.5934920907020569,-0.07210502028465271,-0.5355223417282104,-0.5934107899665833,-0.05050429701805115,-0.5721046924591064,-0.5874832272529602,-0.03754511848092079,0.11082380264997482,0.009231979958713055,-0.00797446258366108,-0.11069810390472412,-0.009428764693439007,0.00876389630138874
433,-0.11121297627687454,-0.5334948301315308,-0.03769978508353233,-0.3158165514469147,-0.5632302761077881,0.018400589004158974,-0.5286058187484741,-0.5891668796539307,-0.03061904013156891,-0.5822950601577759,-0.5833399295806885,-0.07077813893556595,-0.5375057458877563,-0.584362268447876,-0.049398262053728104,-0.5740902423858643,-0.5773442387580872,-0.03553308546543121,0.11082577705383301,0.00930623896420002,-0.007871536538004875,-0.11070080101490021,-0.009499849751591682,0.008666224777698517
434,-0.11126027256250381,-0.5334993600845337,-0.03838025778532028,-0.3160921335220337,-0.5576194524765015,0.017368832603096962,-0.5286604762077332,-0.5794391632080078,-0.03241709992289543,-0.5823402404785156,-0.5728060603141785,-0.07277554273605347,-0.5375720858573914,-0.5745579600334167,-0.0511910542845726,-0.5739618539810181,-0.5667135119438171,-0.03754926472902298,0.11083237826824188,0.009388115257024765,-0.007728311233222485,-0.11070790886878967,-0.009578801691532135,0.008528848178684711
435,-0.11127647757530212,-0.5336447954177856,-0.03726009279489517,-0.31627026200294495,-0.5509740710258484,0.020175939425826073,-0.528099536895752,-0.565815806388855,-0.025285109877586365,-0.5812414288520813,-0.5561755299568176,-0.06461315602064133,-0.5368403792381287,-0.560340940952301,-0.04390808567404747,-0.5731648206710815,-0.5510285496711731,-0.02903112582862377,0.11083377152681351,0.009488492272794247,-0.007382289040833712,-0.11070957034826279,-0.009671928361058235,0.008184763602912426
436,-0.11110652983188629,-0.5335766077041626,-0.03639257326722145,-0.3162102699279785,-0.5431575179100037,0.01964728720486164,-0.52714604139328,-0.5554198026657104,-0.026862433180212975,-0.579902708530426,-0.5457545518875122,-0.06647146493196487,-0.5357385873794556,-0.5499810576438904,-0.0454484187066555,-0.572059690952301,-0.5404918193817139,-0.03125409781932831,0.11082463711500168,0.00958650279790163,-0.007109342608600855,-0.11069976538419724,-0.009765036404132843,0.00791926309466362
437,-0.11110667884349823,-0.5334581732749939,-0.03629140555858612,-0.31629955768585205,-0.5374733805656433,0.018687263131141663,-0.5276986956596375,-0.5478405356407166,-0.028890620917081833,-0.580423891544342,-0.5377404689788818,-0.06849160045385361,-0.5361692905426025,-0.5422947406768799,-0.047380268573760986,-0.5729892253875732,-0.532405436038971,-0.033726293593645096,0.11081916838884354,0.009626085869967937,-0.006812065374106169,-0.11069358885288239,-0.009802224114537239,0.007631056010723114
438,-0.11103852838277817,-0.533405601978302,-0.03547662869095802,-0.3161845803260803,-0.5335724353790283,0.019073085859417915,-0.5268059968948364,-0.5413066148757935,-0.02878192812204361,-0.5792183876037598,-0.5306044816970825,-0.06863144040107727,-0.5351808667182922,-0.5355879664421082,-0.04733024537563324,-0.5718129277229309,-0.5254188776016235,-0.03363970294594765,0.1108180359005928,0.009680223651230335,-0.006735208444297314,-0.11069207638502121,-0.009854651056230068,0.007556064985692501
439,-0.11056201159954071,-0.5333582162857056,-0.03230438008904457,-0.31580519676208496,-0.5266692638397217,0.01910475455224514,-0.5260106325149536,-0.5320981740951538,-0.029771335422992706,-0.5780097246170044,-0.5211604237556458,-0.06961063295602798,-0.5342559814453125,-0.5263177752494812,-0.04827624186873436,-0.5708525776863098,-0.5159420371055603,-0.034862201660871506,0.11081226915121078,0.0097652617841959,-0.00672350637614727,-0.11068611592054367,-0.009937272407114506,0.007544530555605888
440,-0.11002092808485031,-0.5333191156387329,-0.027821479365229607,-0.3151453733444214,-0.5220582485198975,0.021008213981986046,-0.5255681276321411,-0.5252978205680847,-0.028209062293171883,-0.5772066712379456,-0.513619601726532,-0.06763871759176254,-0.5337345004081726,-0.519443154335022,-0.046536948531866074,-0.5700330138206482,-0.5086261630058289,-0.03297204151749611,0.1107935681939125,0.00981486402451992,-0.0067116813734173775,-0.11066767573356628,-0.009983978234231472,0.007532798685133457
441,-0.10990466922521591,-0.5332850813865662,-0.027978863567113876,-0.3150869905948639,-0.5191267728805542,0.017132405191659927,-0.5251833200454712,-0.521968424320221,-0.03810141235589981,-0.5768905878067017,-0.5104297399520874,-0.07908926904201508,-0.5334151387214661,-0.5160614252090454,-0.05662522464990616,-0.5694000124931335,-0.505398154258728,-0.04435044154524803,0.1107904389500618,0.009873798117041588,-0.006708224769681692,-0.1106644868850708,-0.010039782151579857,0.007528761401772499
442,-0.10984852910041809,-0.5332766175270081,-0.028097383677959442,-0.3151465356349945,-0.5182768106460571,0.012411217205226421,-0.5247871279716492,-0.5200483798980713,-0.04757773503661156,-0.5764878988265991,-0.5080838203430176,-0.08967158198356628,-0.533158540725708,-0.5138962268829346,-0.06614427268505096,-0.5688815712928772,-0.5032759308815002,-0.05521731078624725,0.11079028993844986,0.009938535280525684,-0.006690364331007004,-0.11066397279500961,-0.010102996602654457,0.007509796880185604
443,-0.10957977175712585,-0.5332581996917725,-0.027813706547021866,-0.3149360120296478,-0.5169443488121033,0.007701734080910683,-0.5237285494804382,-0.5181848406791687,-0.05820704624056816,-0.5741453766822815,-0.5060606002807617,-0.10095255076885223,-0.5315285921096802,-0.5119430422782898,-0.07674947381019592,-0.5680598020553589,-0.5012395977973938,-0.06694228202104568,0.11078731715679169,0.009968223981559277,-0.006669825408607721,-0.11066056787967682,-0.010130955837666988,0.0074881454929709435
444,-0.10959719121456146,-0.5331318974494934,-0.029039479792118073,-0.3151784837245941,-0.5161367058753967,0.006431612651795149,-0.5238699316978455,-0.5175830721855164,-0.05712639167904854,-0.5741658210754395,-0.5060352087020874,-0.09952428936958313,-0.5315711498260498,-0.5115193128585815,-0.07564806193113327,-0.5682886242866516,-0.500973641872406,-0.06547387689352036,0.11078737676143646,0.010014306753873825,-0.006659351289272308,-0.1106603741645813,-0.010176336392760277,0.007476876489818096
445,-0.11043356359004974,-0.5326768755912781,-0.03327944502234459,-0.31681692600250244,-0.5157580971717834,0.0037819223944097757,-0.5261355042457581,-0.5180851817131042,-0.05641553923487663,-0.5768043994903564,-0.5069569945335388,-0.09853217750787735,-0.5338254570960999,-0.5121753215789795,-0.07490747421979904,-0.5709770321846008,-0.5015095472335815,-0.06445953994989395,0.11080648005008698,0.010044432245194912,-0.006561745889484882,-0.11067831516265869,-0.010206167586147785,0.007382239680737257
446,-0.11047288775444031,-0.53246009349823,-0.03476335108280182,-0.31704455614089966,-0.515300989151001,0.0034771482460200787,-0.526615560054779,-0.5171896815299988,-0.056052789092063904,-0.5773993730545044,-0.5058046579360962,-0.09805165976285934,-0.5342947840690613,-0.5112165808677673,-0.07453196495771408,-0.57161545753479,-0.5004370808601379,-0.06409451365470886,0.11081407964229584,0.010099046863615513,-0.006532214116305113,-0.11068489402532578,-0.010260568000376225,0.007354233413934708
447,-0.11058888584375381,-0.5324151515960693,-0.03585578128695488,-0.3174760341644287,-0.5153283476829529,0.0034763156436383724,-0.5270246267318726,-0.5171287655830383,-0.055710215121507645,-0.577750563621521,-0.5059013962745667,-0.09752053022384644,-0.5346594452857971,-0.5111773610115051,-0.07416442036628723,-0.5719801187515259,-0.5004541277885437,-0.06363582611083984,0.11081798374652863,0.01016764435917139,-0.006539344321936369,-0.11068769544363022,-0.010329648852348328,0.00736231217160821
448,-0.11076103895902634,-0.5323905348777771,-0.037776246666908264,-0.317588210105896,-0.5155726075172424,0.0028648267034441233,-0.526950478553772,-0.5167185068130493,-0.055245354771614075,-0.5776417255401611,-0.5049640536308289,-0.09696929901838303,-0.5345864295959473,-0.51070237159729,-0.07369346171617508,-0.5718258619308472,-0.49972376227378845,-0.0630597248673439,0.11084223538637161,0.010194538161158562,-0.006456967443227768,-0.11071156710386276,-0.0103562381118536,0.0072803194634616375
449,-0.11109092831611633,-0.5323911905288696,-0.03986917436122894,-0.3180941343307495,-0.5158554315567017,0.0017354651354253292,-0.5272555947303772,-0.5169963836669922,-0.055242542177438736,-0.5778684616088867,-0.5051892995834351,-0.09703606367111206,-0.5348610281944275,-0.5109570622444153,-0.07372724264860153,-0.5720549821853638,-0.49989163875579834,-0.0628931075334549,0.110863596200943,0.010219931602478027,-0.006428093183785677,-0.1107320636510849,-0.010381210595369339,0.007251575589179993
450,-0.11200755834579468,-0.5323362946510315,-0.04296146705746651,-0.31918439269065857,-0.5156540274620056,-0.005496625322848558,-0.5271854996681213,-0.5165780782699585,-0.06302094459533691,-0.5777201056480408,-0.5048731565475464,-0.10592400282621384,-0.5347704291343689,-0.5105246901512146,-0.0816056877374649,-0.5719451308250427,-0.49961015582084656,-0.07147045433521271,0.11093774437904358,0.010246619582176208,-0.0061836945824325085,-0.11080756783485413,-0.010408967733383179,0.00700960960239172
451,-0.11392921209335327,-0.5322241187095642,-0.04637201502919197,-0.32143115997314453,-0.5157171487808228,-0.008095870725810528,-0.5288142561912537,-0.5162495970726013,-0.06417626887559891,-0.5791027545928955,-0.5045238733291626,-0.1069198027253151,-0.5363199710845947,-0.5102120637893677,-0.0827450379729271,-0.5733626484870911,-0.49917367100715637,-0.07241154462099075,0.11098293960094452,0.010268461890518665,-0.006024232134222984,-0.1108548566699028,-0.010430713184177876,0.006851259618997574
452,-0.11490882188081741,-0.5320369005203247,-0.05035891383886337,-0.32217633724212646,-0.5155202746391296,-0.009735777974128723,-0.5293726921081543,-0.5155987739562988,-0.06472552567720413,-0.5796436071395874,-0.5040417313575745,-0.10748464614152908,-0.536902129650116,-0.5096369981765747,-0.08333200216293335,-0.5737437605857849,-0.498512327671051,-0.07279553264379501,0.11101481318473816,0.01029118150472641,-0.005925637669861317,-0.11088629812002182,-0.010453254915773869,0.0067537156865000725
453,-0.11544139683246613,-0.5320465564727783,-0.05052783340215683,-0.32232987880706787,-0.5155406594276428,-0.010205778293311596,-0.5290810465812683,-0.5152787566184998,-0.06542174518108368,-0.5789596438407898,-0.5038027167320251,-0.10838687419891357,-0.5365269780158997,-0.5093383193016052,-0.08406803011894226,-0.5732101798057556,-0.4982542097568512,-0.07352655380964279,0.11106663197278976,0.010292108170688152,-0.0055746110156178474,-0.11093824356794357,-0.010455052368342876,0.006406645756214857
454,-0.11562211811542511,-0.5320165753364563,-0.05026775971055031,-0.3223147988319397,-0.5152029991149902,-0.01007836777716875,-0.5288509726524353,-0.514930248260498,-0.06539276242256165,-0.5785282254219055,-0.5036443471908569,-0.10836934298276901,-0.5362312197685242,-0.5090314745903015,-0.08403471857309341,-0.5729545950889587,-0.49802449345588684,-0.07358358055353165,0.1110868901014328,0.010294844396412373,-0.005415278486907482,-0.11095840483903885,-0.010458111763000488,0.006251019891351461
455,-0.11637607961893082,-0.5319342613220215,-0.05090700462460518,-0.3224661648273468,-0.5147044658660889,-0.010637261904776096,-0.5284653306007385,-0.5141367316246033,-0.06622963398694992,-0.5776885151863098,-0.5031445622444153,-0.1096346378326416,-0.5357312560081482,-0.5083349943161011,-0.08495228737592697,-0.5723065733909607,-0.4973471760749817,-0.07469924539327621,0.11111948639154434,0.010302288457751274,-0.005318616516888142,-0.11099090427160263,-0.010466351173818111,0.006156704388558865
456,-0.11657432466745377,-0.5318654179573059,-0.05051524564623833,-0.3225008547306061,-0.5139269232749939,-0.011488600634038448,-0.5276727080345154,-0.5134826302528381,-0.07126308977603912,-0.5762607455253601,-0.5028579235076904,-0.11556331068277359,-0.5347424149513245,-0.5078110694885254,-0.09011188894510269,-0.5711494088172913,-0.4968673884868622,-0.08083132654428482,0.11114257574081421,0.010295399464666843,-0.005230627488344908,-0.1110139712691307,-0.010459616780281067,0.00606943666934967
457,-0.11683390289545059,-0.5318372845649719,-0.050138022750616074,-0.32275140285491943,-0.5137143731117249,-0.011440201662480831,-0.527623176574707,-0.5133101940155029,-0.07143188267946243,-0.5762232542037964,-0.5028013586997986,-0.11562643200159073,-0.5346971154212952,-0.5076702833175659,-0.09025741368532181,-0.5711088180541992,-0.49677616357803345,-0.08097808808088303,0.11115317046642303,0.010293927974998951,-0.00512420991435647,-0.11102445423603058,-0.010457882657647133,0.005962044466286898
458,-0.11684294044971466,-0.5318175554275513,-0.04938012734055519,-0.32253679633140564,-0.5134857892990112,-0.011427766643464565,-0.5271486639976501,-0.5128836035728455,-0.0732138380408287,-0.5757595896720886,-0.502343475818634,-0.11756814271211624,-0.5342084765434265,-0.5072463154792786,-0.09209229052066803,-0.5706419944763184,-0.49632924795150757,-0.08290336281061172,0.11116808652877808,0.010291831567883492,-0.004999986384063959,-0.11103884875774384,-0.010455665178596973,0.005837646313011646
459,-0.11691539734601974,-0.5317993760108948,-0.04824424162507057,-0.3227100968360901,-0.5134506225585938,-0.01039858814328909,-0.527515709400177,-0.5128176212310791,-0.07091454416513443,-0.5762834548950195,-0.5022541284561157,-0.11495721340179443,-0.5345824360847473,-0.5071643590927124,-0.08976937085390091,-0.5712335109710693,-0.4962351620197296,-0.08033148944377899,0.11117865145206451,0.01029600016772747,-0.004900156985968351,-0.11104926466941833,-0.010459814220666885,0.0057389033026993275
460,-0.11701112240552902,-0.5317822098731995,-0.04814647510647774,-0.32294806838035583,-0.5134598612785339,-0.010220227763056755,-0.5277643203735352,-0.5126867890357971,-0.06974143534898758,-0.5765717029571533,-0.5019506216049194,-0.11349356919527054,-0.534846305847168,-0.5069884657859802,-0.08855462819337845,-0.5715086460113525,-0.49600785970687866,-0.07876967638731003,0.11119633167982101,0.010310886427760124,-0.004841969348490238,-0.11106691509485245,-0.0104745514690876,0.0056803044863045216
461,-0.11706981807947159,-0.5317681431770325,-0.047224123030900955,-0.3230113685131073,-0.5133568048477173,-0.00904911383986473,-0.5278566479682922,-0.5122681856155396,-0.06793416291475296,-0.5767799615859985,-0.5014953017234802,-0.11124459654092789,-0.5349670648574829,-0.5065792798995972,-0.08669092506170273,-0.5716163516044617,-0.4954456388950348,-0.07655785232782364,0.11121035367250443,0.010314004495739937,-0.004813017789274454,-0.11108136922121048,-0.010477677918970585,0.005651390179991722
462,-0.11720165610313416,-0.5318135619163513,-0.04588938131928444,-0.3229169547557831,-0.513282060623169,-0.008862730115652084,-0.5272369384765625,-0.5118350386619568,-0.06898004561662674,-0.5759727358818054,-0.5009610056877136,-0.11258192360401154,-0.5342625379562378,-0.5061082243919373,-0.08775068819522858,-0.570893406867981,-0.494922935962677,-0.07789582014083862,0.11123526096343994,0.010307594202458858,-0.004744383506476879,-0.11110564321279526,-0.01047150231897831,0.005583381745964289
463,-0.11739393323659897,-0.5318739414215088,-0.04323999211192131,-0.3229556679725647,-0.5129092931747437,-0.005408910568803549,-0.5276363492012024,-0.5110725164413452,-0.0643426850438118,-0.576896071434021,-0.4999421536922455,-0.10718332231044769,-0.5347729325294495,-0.5053055286407471,-0.08305948227643967,-0.5715749859809875,-0.4939205050468445,-0.07233256846666336,0.1112445667386055,0.010313410311937332,-0.004742746241390705,-0.11111458390951157,-0.010476775467395782,0.005581716075539589
464,-0.11810692399740219,-0.5316747426986694,-0.043378796428442,-0.3239162266254425,-0.5125192403793335,-0.00554782385006547,-0.5300576090812683,-0.5109149217605591,-0.06395823508501053,-0.5803413987159729,-0.4998660981655121,-0.10666317492723465,-0.5374670624732971,-0.5051774382591248,-0.08266377449035645,-0.5744970440864563,-0.4937899112701416,-0.07185348868370056,0.11125887930393219,0.010293981991708279,-0.0046927533112466335,-0.11112874746322632,-0.010455840267241001,0.005531743634492159
465,-0.11885036528110504,-0.5313217639923096,-0.044497840106487274,-0.3245038390159607,-0.5117819309234619,-0.005933066830039024,-0.5308161973953247,-0.5101070404052734,-0.06391920149326324,-0.5812121033668518,-0.4993816316127777,-0.10663025826215744,-0.5382847189903259,-0.5044828653335571,-0.08261587470769882,-0.5751966834068298,-0.4931158423423767,-0.07183600217103958,0.11127752810716629,0.01027654018253088,-0.004578759428113699,-0.11114689707756042,-0.010438636876642704,0.005423374939709902
466,-0.119383804500103,-0.5311007499694824,-0.044446613639593124,-0.32453176379203796,-0.510762095451355,-0.006567341275513172,-0.530806303024292,-0.5095168352127075,-0.0656990334391594,-0.5811845660209656,-0.499093234539032,-0.10899028182029724,-0.5382667779922485,-0.5039940476417542,-0.08445918560028076,-0.5751893520355225,-0.49268823862075806,-0.07427465170621872,0.11129104346036911,0.010264124721288681,-0.00431396346539259,-0.11115933954715729,-0.010426596738398075,0.005166234448552132
467,-0.11939539760351181,-0.5308640599250793,-0.04443845897912979,-0.3245409429073334,-0.5098776817321777,-0.006834563799202442,-0.5307888984680176,-0.5089089870452881,-0.06599687784910202,-0.5811395049095154,-0.49875688552856445,-0.10943402349948883,-0.5382415056228638,-0.5034735798835754,-0.08476662635803223,-0.575161874294281,-0.49225541949272156,-0.07476594299077988,0.11129733175039291,0.010269294492900372,-0.004272231832146645,-0.11116480082273483,-0.010431770235300064,0.005126142408698797
468,-0.11937325447797775,-0.530338704586029,-0.043720196932554245,-0.3245343863964081,-0.5086700320243835,-0.007028304971754551,-0.5307694673538208,-0.5082409381866455,-0.06605174392461777,-0.581100583076477,-0.4983857572078705,-0.10943874716758728,-0.5382176041603088,-0.5029173493385315,-0.08480274677276611,-0.5751358270645142,-0.49173441529273987,-0.07484371960163116,0.11129214614629745,0.01024815533310175,-0.0042479620315134525,-0.11115951836109161,-0.010409455746412277,0.005101813934743404
469,-0.11984394490718842,-0.5301967859268188,-0.04627217352390289,-0.32474401593208313,-0.5087051391601562,-0.00756601570174098,-0.5309345126152039,-0.5083242058753967,-0.06614535301923752,-0.5812140107154846,-0.49855515360832214,-0.10970138758420944,-0.5383447408676147,-0.5029837489128113,-0.08491753041744232,-0.5753951072692871,-0.49185436964035034,-0.07502344995737076,0.11132068932056427,0.010259988717734814,-0.004202307667583227,-0.1111883670091629,-0.010423447005450726,0.005058593116700649
470,-0.12054745852947235,-0.5300158858299255,-0.04782639071345329,-0.32542362809181213,-0.5087271928787231,-0.00905812531709671,-0.5309377908706665,-0.5083829164505005,-0.06772521883249283,-0.5811363458633423,-0.4987267553806305,-0.11176241189241409,-0.5383299589157104,-0.5030500292778015,-0.08654177188873291,-0.5753793716430664,-0.4919542968273163,-0.07714170962572098,0.1113487035036087,0.010257299989461899,-0.0040827784687280655,-0.11121542751789093,-0.01042124256491661,0.004941526334732771
471,-0.12172367423772812,-0.5293993949890137,-0.05600052326917648,-0.3263237774372101,-0.5089331269264221,-0.014043619856238365,-0.5317226052284241,-0.5086772441864014,-0.07241111993789673,-0.5818225145339966,-0.49914970993995667,-0.11720627546310425,-0.5390840172767639,-0.5033146739006042,-0.09138242900371552,-0.5760876536369324,-0.4923539161682129,-0.08222324401140213,0.11141544580459595,0.01024669036269188,-0.0036749106366187334,-0.11128202825784683,-0.010412532836198807,0.004539647605270147
472,-0.12215979397296906,-0.5291888117790222,-0.05662569776177406,-0.32665279507637024,-0.5090316534042358,-0.014088268391788006,-0.5328903198242188,-0.5090492963790894,-0.07229819148778915,-0.5835175514221191,-0.49969884753227234,-0.11702527105808258,-0.5403792858123779,-0.5036815404891968,-0.09125951677560806,-0.5775616765022278,-0.4928562641143799,-0.0820624828338623,0.1114317998290062,0.010250972583889961,-0.0036419741809368134,-0.11129774898290634,-0.010417776182293892,0.00450862618163228
