frame,shoulder_flex,shoulder_abduct,elbow_flex,wrist_flex,shoulder_abduct_original,shoulder_abduct_cleaned,shoulder_abduct_transformed,is_outlier,motion_phase,difference,rmse
435,7.54701379810279,81.99525917820438,158.52193252060482,157.03652905227165,81.99525917820438,81.99525917820438,100.0,False,movement,18.00474082179562,11.682991698480256
436,9.212805764929318,82.44316532884018,157.02088588904314,156.9801947687644,82.44316532884018,82.44316532884018,100.0,False,movement,17.55683467115982,11.682991698480256
437,8.682923120590516,83.27221563449736,153.8064661539032,156.7798846540215,83.27221563449736,83.27221563449736,100.0,False,movement,16.727784365502643,11.682991698480256
438,10.444977045350154,84.03048606578044,150.17382298821246,156.32409374723713,84.03048606578044,84.03048606578044,100.0,False,movement,15.969513934219563,11.682991698480256
439,18.088112807534564,84.55086091623042,145.6509122673739,159.8663023662412,84.55086091623042,84.55086091623042,100.0,False,movement,15.44913908376958,11.682991698480256
440,31.31009978568072,86.12896234228388,141.10796173969644,163.77032538621,86.12896234228388,86.12896234228388,100.0,False,movement,13.871037657716116,11.682991698480256
441,43.87218053191236,88.90399184591227,137.33468262853373,163.87408443706772,88.90399184591227,88.90399184591227,100.0,False,movement,11.096008154087727,11.682991698480256
442,50.42894941486046,91.50751722775384,135.0380943437723,161.75898423427088,91.50751722775384,91.50751722775384,100.0,False,movement,8.492482772246163,11.682991698480256
443,54.38092655741543,94.65272643713888,133.13869980125995,158.86626345408897,94.65272643713888,94.65272643713888,100.0,False,movement,5.347273562861119,11.682991698480256
444,57.05429250980543,97.65902634018344,130.29003031131322,155.30776647740487,97.65902634018344,97.65902634018344,100.0,False,movement,2.340973659816555,11.682991698480256
445,57.84733464508261,99.73191807054648,127.04680471327434,151.2887521792156,99.73191807054648,99.73191807054648,100.0,False,movement,0.2680819294535155,11.682991698480256
446,55.98746835149826,101.56224873658525,123.60988257765936,147.3071990474094,101.56224873658525,101.56224873658525,100.0,False,movement,-1.5622487365852464,11.682991698480256
447,54.54176329809148,103.26100461136072,121.22776421077208,144.50017017045897,103.26100461136072,103.26100461136072,100.0,False,movement,-3.2610046113607183,11.682991698480256
448,51.97264103559558,104.64968578735876,116.3703227363389,142.44139239590007,104.64968578735876,104.64968578735876,100.0,False,movement,-4.649685787358763,11.682991698480256
449,51.26360386134713,106.14031450557802,112.66495953617068,141.72393352039867,106.14031450557802,106.14031450557802,100.0,False,movement,-6.140314505578019,11.682991698480256
450,50.58619150594483,106.5005291397971,107.81300016935806,142.704191807119,106.5005291397971,106.5005291397971,100.0,False,movement,-6.500529139797095,11.682991698480256
451,53.030811144679966,107.46073974403738,105.66176945601404,144.80584349361536,107.46073974403738,107.46073974403738,100.0,False,movement,-7.460739744037383,11.682991698480256
452,55.57329801769452,108.1538106578084,103.93357184151525,139.74649162147534,108.1538106578084,108.1538106578084,100.0,False,movement,-8.153810657808407,11.682991698480256
453,57.53319753459908,108.55283492327892,103.37703084423454,135.4058808974758,108.55283492327892,108.55283492327892,100.0,False,movement,-8.552834923278922,11.682991698480256
454,57.625706953079614,108.60113416549616,101.34499241935134,135.15018244115743,108.60113416549616,108.60113416549616,100.0,False,movement,-8.601134165496163,11.682991698480256
455,57.74510462359502,108.52813747669435,99.93121619842206,135.41548580806295,108.52813747669435,108.52813747669435,100.0,False,movement,-8.528137476694354,11.682991698480256
456,58.011266166935535,108.520320045456,99.35585551826,135.7845909822024,108.520320045456,108.520320045456,100.0,False,movement,-8.520320045456003,11.682991698480256
457,57.27777454430964,108.36489850747608,99.60613633498528,137.15000105335608,108.36489850747608,108.36489850747608,100.0,False,movement,-8.364898507476084,11.682991698480256
458,57.45919199860488,108.19843324146134,100.61970362995812,137.5299287660386,108.19843324146134,108.19843324146134,100.0,False,movement,-8.198433241461345,11.682991698480256
459,57.272596641746006,108.10426933554292,101.53168846549104,137.0316682302148,108.10426933554292,108.10426933554292,100.0,False,movement,-8.104269335542924,11.682991698480256
460,57.19696975488109,108.04460752585734,102.17670204365244,137.67311710993891,108.04460752585734,108.04460752585734,100.0,False,movement,-8.044607525857344,11.682991698480256
461,57.16482778048935,108.01537230953667,102.65099609282264,137.62909148813307,108.01537230953667,108.01537230953667,100.0,False,movement,-8.015372309536673,11.682991698480256
462,57.31051589022916,108.0138277851975,102.8783049209815,137.8901583346079,108.0138277851975,108.0138277851975,100.0,False,movement,-8.013827785197506,11.682991698480256
463,57.18577063177096,108.0829506721305,102.67259581654912,138.7893588127729,108.0829506721305,108.0829506721305,100.0,False,movement,-8.082950672130494,11.682991698480256
464,57.09895613788994,108.221271519873,102.99526397924814,138.73499970767375,108.221271519873,108.221271519873,100.0,False,movement,-8.221271519873,11.682991698480256
465,57.25238348497026,108.40942501664716,103.17453011771153,138.7195725392108,108.40942501664716,108.40942501664716,100.0,False,movement,-8.409425016647162,11.682991698480256
466,57.06672365891366,108.35028887329466,103.15233344472172,139.11709727621178,108.35028887329466,108.35028887329466,100.0,False,movement,-8.350288873294659,11.682991698480256
467,56.669286767604135,108.2635138213046,102.82876793754562,139.14407351265822,108.2635138213046,108.2635138213046,100.0,False,movement,-8.263513821304599,11.682991698480256
468,56.348969345869136,108.1659979960306,102.40377091961668,139.2486398343182,108.1659979960306,108.1659979960306,100.0,False,movement,-8.165997996030598,11.682991698480256
469,56.38949824060813,108.17361775667472,102.33004575058024,139.22370684907952,108.17361775667472,108.17361775667472,100.0,False,movement,-8.173617756674716,11.682991698480256
470,56.53875313802799,108.2633383537919,102.35100642960025,139.2127308742231,108.2633383537919,108.2633383537919,100.0,False,movement,-8.263338353791895,11.682991698480256
471,56.48239461802598,108.24777247817804,102.29371988793478,139.20831986287337,108.24777247817804,108.24777247817804,100.0,False,movement,-8.247772478178035,11.682991698480256
472,56.50584996783039,108.24319130121484,102.43623537438798,139.19714981347244,108.24319130121484,108.24319130121484,100.0,False,movement,-8.243191301214836,11.682991698480256
473,56.4759555680093,108.20619545632329,102.48143210407169,139.09658721043272,108.20619545632329,108.20619545632329,100.0,False,movement,-8.206195456323286,11.682991698480256
474,56.489533060652604,108.22065834064428,102.4941841062712,138.9921681422445,108.22065834064428,108.22065834064428,100.0,False,movement,-8.220658340644277,11.682991698480256
475,56.352518945486906,108.06588932715788,102.4139899034256,139.05795671561157,108.06588932715788,108.06588932715788,100.0,False,movement,-8.065889327157876,11.682991698480256
476,56.267365873815365,108.04287856108505,102.34565684951,139.06567041249602,108.04287856108505,108.04287856108505,100.0,False,movement,-8.042878561085047,11.682991698480256
477,56.36610553024972,108.0512607928982,102.53184429849836,138.8776498629179,108.0512607928982,108.0512607928982,100.0,False,movement,-8.051260792898205,11.682991698480256
478,56.65856755604365,107.9732795978905,102.4697200302163,138.7882831121108,107.9732795978905,107.9732795978905,100.0,False,movement,-7.973279597890496,11.682991698480256
479,56.82892861922762,107.65602519805016,102.37358239730884,138.876536344422,107.65602519805016,107.65602519805016,100.0,False,movement,-7.656025198050159,11.682991698480256
480,57.050840606030114,107.3466329600694,102.21610749932825,138.89576849467267,107.3466329600694,107.3466329600694,100.0,False,movement,-7.3466329600694,11.682991698480256
481,57.08216287668883,107.24220393334372,102.2459818642313,138.85830660312212,107.24220393334372,107.24220393334372,100.0,False,movement,-7.242203933343717,11.682991698480256
482,57.51275651740332,106.85847258660924,102.21582631618983,138.85755877640955,106.85847258660924,106.85847258660924,100.0,False,movement,-6.858472586609238,11.682991698480256
483,57.8607171156276,106.6193949344328,102.4230549871216,138.81120169895425,106.6193949344328,106.6193949344328,100.0,False,movement,-6.619394934432805,11.682991698480256
484,58.103539030888,106.68233426577532,102.52753848704698,138.71085635016598,106.68233426577532,106.68233426577532,100.0,False,movement,-6.682334265775324,11.682991698480256
485,58.27172757490717,106.51962099879049,102.4537943358622,138.7323085242635,106.51962099879049,106.51962099879049,100.0,False,movement,-6.5196209987904865,11.682991698480256
486,58.40988215373669,106.16953726970688,102.428343138375,139.07967568356523,106.16953726970688,106.16953726970688,100.0,False,movement,-6.169537269706879,11.682991698480256
487,58.36452202785942,106.04975252755946,102.651204797365,139.12926179140473,106.04975252755946,106.04975252755946,100.0,False,movement,-6.049752527559463,11.682991698480256
488,58.71816225547393,106.22325480068822,102.9405766255767,139.15689255946896,106.22325480068822,106.22325480068822,100.0,False,movement,-6.223254800688224,11.682991698480256
489,59.08931898057951,106.02267565616532,103.14262847426151,139.3754148354184,106.02267565616532,106.02267565616532,100.0,False,movement,-6.022675656165319,11.682991698480256
490,59.20002330459484,105.85231439775036,103.44809200528933,139.2905178017721,105.85231439775036,105.85231439775036,100.0,False,movement,-5.852314397750362,11.682991698480256
491,59.18502516828948,105.53493038370996,103.71437531433048,139.33690977457798,105.53493038370996,105.53493038370996,100.0,False,movement,-5.534930383709963,11.682991698480256
492,59.21660542497108,105.46661795645998,103.87374957995952,139.18511251242694,105.46661795645998,105.46661795645998,100.0,False,movement,-5.466617956459984,11.682991698480256
493,59.37365849605237,105.33144266381866,104.1203628977107,139.26108755814124,105.33144266381866,105.33144266381866,100.0,False,movement,-5.331442663818663,11.682991698480256
494,59.697151888708994,104.45467136757917,103.73288055587588,139.80977548943935,104.45467136757917,104.45467136757917,100.0,False,movement,-4.4546713675791665,11.682991698480256
495,59.98466150971735,103.24551718187374,103.17432494091004,140.6504360606837,103.24551718187374,103.24551718187374,100.0,False,movement,-3.245517181873737,11.682991698480256
496,60.27310849488058,102.00218816912604,102.62238849268356,141.4179863234123,102.00218816912604,102.00218816912604,100.0,False,movement,-2.0021881691260432,11.682991698480256
497,60.75146663816894,100.42342993937304,101.81272241796556,141.65418074798797,100.42342993937304,100.42342993937304,100.0,False,movement,-0.42342993937303675,11.682991698480256
498,61.45855771595211,97.84016563918192,100.9258171786764,142.5964312580536,97.84016563918192,97.84016563918192,100.0,False,movement,2.1598343608180812,11.682991698480256
499,61.86590543499592,95.28379492398533,100.08003929109752,143.60724109526657,95.28379492398533,95.28379492398533,100.0,False,movement,4.716205076014674,11.682991698480256
500,62.23175090856835,93.1910213526718,99.20026250489012,143.51171188276297,93.1910213526718,93.1910213526718,100.0,False,movement,6.808978647328203,11.682991698480256
501,62.97870329257421,89.57418429447442,97.50961504877054,144.5195718815512,89.57418429447442,89.57418429447442,100.0,False,movement,10.42581570552558,11.682991698480256
502,62.70984903082299,85.72384435299465,95.19283054829948,145.8733365895619,85.72384435299465,85.72384435299465,100.0,False,movement,14.276155647005353,11.682991698480256
503,62.58978721459922,78.85146460821598,91.32014826561976,145.99344082621732,78.85146460821598,78.85146460821598,100.0,False,movement,21.148535391784023,11.682991698480256
504,61.918251395675874,71.56804452640739,87.26702195764618,145.83336957992822,71.56804452640739,71.56804452640739,88.96818609752167,False,movement,17.400141571114276,11.682991698480256
505,59.759699423935714,62.1379066061389,83.37431937198264,147.0913450379153,62.1379066061389,62.1379066061389,58.06890346395065,False,movement,-4.069003142188251,11.682991698480256
506,58.1205188361034,59.32650161392127,81.83026879666008,145.45353404685812,59.32650161392127,59.32650161392127,48.85690697074436,False,movement,-10.469594643176912,11.682991698480256
507,56.69294847255316,52.870944074142805,84.62132077043614,145.60008086083934,52.870944074142805,52.870944074142805,27.704289833495128,False,movement,-25.166654240647677,11.682991698480256
508,58.20795680235116,50.14446184950224,99.48973419007982,146.24075298768145,50.14446184950224,50.14446184950224,20.0,False,movement,-30.144461849502243,11.682991698480256
509,58.230015550630384,44.917908199005474,104.495790711307,140.5682121892385,44.917908199005474,44.917908199005474,20.0,False,movement,-24.917908199005474,11.682991698480256
510,57.27518944902252,40.28858923883612,103.9056270698438,138.45165851871104,40.28858923883612,40.28858923883612,20.0,False,movement,-20.288589238836117,11.682991698480256
511,47.52563525960531,38.00564868091029,123.56404638345902,149.41938716842216,38.00564868091029,38.00564868091029,20.0,False,movement,-18.00564868091029,11.682991698480256
512,28.60219534690321,33.55795762868748,124.60031427228904,154.23410157183713,33.55795762868748,33.55795762868748,20.0,False,movement,-13.557957628687483,11.682991698480256
513,22.59743052310913,30.092592313759944,129.88964928020377,154.06993478530373,30.092592313759944,30.092592313759944,20.0,False,movement,-10.092592313759944,11.682991698480256
514,21.341805672224652,27.678859250902367,135.05850635678976,156.40549749871028,27.678859250902367,27.678859250902367,20.0,False,movement,-7.6788592509023665,11.682991698480256
515,17.164046256174025,24.821729858354267,140.64702895451467,159.44880481876078,24.821729858354267,24.821729858354267,20.0,False,movement,-4.821729858354267,11.682991698480256
516,11.810454298615152,21.757575623230775,146.27568829431533,159.44917099530284,21.757575623230775,21.757575623230775,20.0,False,movement,-1.7575756232307747,11.682991698480256
517,4.067997417285173,17.816507047136252,151.7475494784967,157.7537397454072,17.816507047136252,17.816507047136252,20.0,False,movement,2.183492952863748,11.682991698480256
518,4.117563641656945,16.32140911163495,154.39430422176343,157.69299126788897,16.32140911163495,16.32140911163495,20.0,False,movement,3.6785908883650507,11.682991698480256
519,6.997708783368038,14.875328380576605,156.0671344433348,159.2120507208044,14.875328380576605,14.875328380576605,20.0,False,movement,5.124671619423395,11.682991698480256
520,7.300938728264919,14.52813378780282,156.20194769351642,160.8054654912098,14.52813378780282,14.52813378780282,20.0,False,movement,5.471866212197179,11.682991698480256
521,6.864144560692,14.395968684141948,156.73862905258724,161.37720009541718,14.395968684141948,14.395968684141948,20.0,False,movement,5.604031315858052,11.682991698480256
522,6.714528209612338,14.103752981670288,156.64043058117375,162.0731348089926,14.103752981670288,14.103752981670288,20.0,False,movement,5.896247018329712,11.682991698480256
523,6.889179884133121,13.963208454693078,156.41577634500038,162.6006526145482,13.963208454693078,13.963208454693078,20.0,False,movement,6.036791545306922,11.682991698480256
524,6.500983962985776,14.015939111282831,155.71865286655168,162.85467067880955,14.015939111282831,14.015939111282831,20.0,False,movement,5.984060888717169,11.682991698480256
525,6.224656168006067,13.896930326930317,155.34195203134928,162.9641808738576,13.896930326930317,13.896930326930317,20.0,False,movement,6.103069673069683,11.682991698480256
526,6.551481153498546,13.909952855028171,155.18126195589778,163.16582486405764,13.909952855028171,13.909952855028171,20.0,False,movement,6.0900471449718285,11.682991698480256
527,6.916390806988616,13.986830958588255,155.1117070363377,163.0370670575946,13.986830958588255,13.986830958588255,20.0,False,movement,6.013169041411745,11.682991698480256
528,8.363345680708393,14.019100480490394,155.59278264065176,162.61788771817484,14.019100480490394,14.019100480490394,20.0,False,movement,5.980899519509606,11.682991698480256
529,9.022137085796544,14.10042979518476,155.58744907267038,162.58328436091224,14.10042979518476,14.10042979518476,20.0,False,movement,5.899570204815239,11.682991698480256
530,10.331126262279945,14.101535378505918,155.83794780699043,162.2718440623527,14.101535378505918,14.101535378505918,20.0,False,movement,5.898464621494082,11.682991698480256
531,11.269552992779175,14.187894483863424,155.88147919914852,162.104570901823,14.187894483863424,14.187894483863424,20.0,False,movement,5.812105516136576,11.682991698480256
532,11.87241695329798,14.264124134734097,155.91856831897968,162.06243721162926,14.264124134734097,14.264124134734097,20.0,False,movement,5.735875865265903,11.682991698480256
533,12.7222834899987,14.32480353677014,156.11730875639986,162.06212871618547,14.32480353677014,14.32480353677014,20.0,False,movement,5.6751964632298595,11.682991698480256
534,13.147039313160937,14.378793700375583,156.1876975819261,162.0349368840372,14.378793700375583,14.378793700375583,20.0,False,movement,5.621206299624417,11.682991698480256
535,13.355327742436288,14.42219208364839,156.2474089849428,161.90603350945815,14.42219208364839,14.42219208364839,20.0,False,movement,5.57780791635161,11.682991698480256
536,13.86702234706054,14.476442985095847,156.2748570703728,161.79983127717924,14.476442985095847,14.476442985095847,20.0,False,movement,5.523557014904153,11.682991698480256
537,14.905760187352548,14.634372552858537,156.38126918436905,161.80601589490468,14.634372552858537,14.634372552858537,20.0,False,movement,5.365627447141463,11.682991698480256
538,15.457833259857118,14.615518560325256,156.3415164425994,161.79065028404673,14.615518560325256,14.615518560325256,20.0,False,movement,5.384481439674744,11.682991698480256
539,15.638207621099497,14.771008510047512,156.18104770263236,161.79894198283085,14.771008510047512,14.771008510047512,20.0,False,movement,5.228991489952488,11.682991698480256
540,15.740785228019522,14.930042598031966,155.99516695931106,161.8951611248429,14.930042598031966,14.930042598031966,20.0,False,movement,5.0699574019680345,11.682991698480256
541,15.932735039819306,15.045916172233603,155.9338462619372,161.92659788661885,15.045916172233603,15.045916172233603,20.0,False,movement,4.9540838277663966,11.682991698480256
542,15.85131444518393,15.146444234983848,155.8402721843196,161.84721839908724,15.146444234983848,15.146444234983848,20.0,False,movement,4.853555765016152,11.682991698480256
543,16.283043964051455,15.163128391060583,155.8749672374193,161.84233903701605,15.163128391060583,15.163128391060583,20.0,False,movement,4.836871608939417,11.682991698480256
544,16.705748267120754,15.183701295072805,155.87004333744696,161.77120857020742,15.183701295072805,15.183701295072805,20.0,False,movement,4.8162987049271955,11.682991698480256
545,17.039620375342906,15.21394484834156,155.83977108052133,161.77860788187195,15.21394484834156,15.21394484834156,20.0,False,movement,4.78605515165844,11.682991698480256
546,17.3537251095196,15.240429424461384,155.83704901903928,161.74269295016927,15.240429424461384,15.240429424461384,20.0,False,movement,4.759570575538616,11.682991698480256
547,17.494117742977433,15.246188822779224,155.74540422475545,161.60853281047005,15.246188822779224,15.246188822779224,20.0,False,movement,4.753811177220776,11.682991698480256
548,17.627922201560317,15.31518158586857,155.72056649695608,161.5504640647378,15.31518158586857,15.31518158586857,20.0,False,movement,4.6848184141314295,11.682991698480256
549,17.928019469030435,15.354194988991807,155.69939481988482,161.5250503480247,15.354194988991807,15.354194988991807,20.0,False,movement,4.645805011008193,11.682991698480256
550,17.97397253428211,15.359050706215829,155.6499579536346,161.51000607478585,15.359050706215829,15.359050706215829,20.0,False,movement,4.640949293784171,11.682991698480256
551,18.152005950430546,15.372470539897522,155.66721405332382,161.46073664825653,15.372470539897522,15.372470539897522,20.0,False,movement,4.627529460102478,11.682991698480256
552,18.450599665542427,15.401118875208333,155.67137060788485,161.39746390506596,15.401118875208333,15.401118875208333,20.0,False,movement,4.598881124791667,11.682991698480256
553,18.642677828167123,15.393337255573256,155.73409729984903,161.39081975504692,15.393337255573256,15.393337255573256,20.0,False,movement,4.606662744426744,11.682991698480256
554,18.809869441945366,15.402821439007536,155.70714992321683,161.39242295711784,15.402821439007536,15.402821439007536,20.0,False,movement,4.5971785609924645,11.682991698480256
555,18.95909555992045,15.412385595832207,155.6294389181115,161.4292810248937,15.412385595832207,15.412385595832207,20.0,False,movement,4.587614404167793,11.682991698480256
556,18.95746367198093,15.38348107844411,155.61661787416213,161.43114904582714,15.38348107844411,15.38348107844411,20.0,False,movement,4.61651892155589,11.682991698480256
557,18.565299137833023,15.355622199477336,155.5478601957487,161.42848760839271,15.355622199477336,15.355622199477336,20.0,False,movement,4.644377800522664,11.682991698480256
558,18.619254996692938,15.352213527635811,155.55365516142422,161.44162817520842,15.352213527635811,15.352213527635811,20.0,False,movement,4.647786472364189,11.682991698480256
559,18.41966580557933,15.252096226421497,155.66908557344786,161.46335209016974,15.252096226421497,15.252096226421497,20.0,False,movement,4.7479037735785035,11.682991698480256
560,18.215802888535645,15.243996390044009,155.6811123420582,161.54303370197738,15.243996390044009,15.243996390044009,20.0,False,movement,4.756003609955991,11.682991698480256
561,17.482394285814813,15.352479987606747,155.92409848078609,161.47847467926456,15.352479987606747,15.352479987606747,20.0,False,movement,4.647520012393253,11.682991698480256
562,16.690862710136024,15.5881070152983,156.22167867532323,161.42182482884198,15.5881070152983,15.5881070152983,20.0,False,movement,4.4118929847017,11.682991698480256
563,16.448743097525412,15.660474047458692,156.48434919746165,161.522105916126,15.660474047458692,15.660474047458692,20.0,False,movement,4.339525952541308,11.682991698480256
564,14.82064481226148,15.801124150254566,157.7446770285524,161.17381101556683,15.801124150254566,15.801124150254566,20.0,False,movement,4.198875849745434,11.682991698480256
565,11.299077296724189,16.09205329309309,159.14526555059354,160.8953999926426,16.09205329309309,16.09205329309309,20.0,False,movement,3.907946706906909,11.682991698480256
566,9.961014517961935,17.11058562055243,159.4289099045362,159.73105625675163,17.11058562055243,17.11058562055243,20.0,False,movement,2.889414379447569,11.682991698480256
567,8.829498897763722,19.051906955663757,160.0768764414903,158.24557240134516,19.051906955663757,19.051906955663757,20.0,False,movement,0.9480930443362432,11.682991698480256
568,5.55179615179078,21.681443206238995,160.95518201535748,158.3620111870818,21.681443206238995,21.681443206238995,20.0,False,movement,-1.6814432062389955,11.682991698480256
569,3.332664568378945,24.440450532086864,161.09131080080692,158.71318594425833,24.440450532086864,24.440450532086864,20.0,False,movement,-4.440450532086864,11.682991698480256
570,1.5812996105950878,29.191614813272263,161.36599153887258,158.3178324774547,29.191614813272263,29.191614813272263,20.0,False,movement,-9.191614813272263,11.682991698480256
571,3.868856993395934,32.82372954623224,161.96054687947074,157.3279239442739,32.82372954623224,32.82372954623224,20.0,False,movement,-12.823729546232236,11.682991698480256
572,7.14618271302221,35.591029743856375,160.09678783876393,158.37281470336993,35.591029743856375,35.591029743856375,20.0,False,movement,-15.591029743856375,11.682991698480256
573,9.3395552254936,39.2473401723333,158.6348722379299,158.64717191373552,39.2473401723333,39.2473401723333,20.0,False,movement,-19.247340172333303,11.682991698480256
574,7.991524761892826,42.32466197744799,157.23350254118202,158.5554620427521,42.32466197744799,42.32466197744799,20.0,False,movement,-22.324661977447988,11.682991698480256
575,7.2994588448648,44.8908152023499,155.3463959391504,158.8687007624727,44.8908152023499,44.8908152023499,20.0,False,movement,-24.8908152023499,11.682991698480256
576,5.771732874568822,48.45062248347424,153.9047085204061,159.19120286104075,48.45062248347424,48.45062248347424,20.0,False,movement,-28.45062248347424,11.682991698480256
577,5.529755936776528,55.409518351118415,155.2836074957296,159.38111626475143,55.409518351118415,55.409518351118415,36.02231494975442,False,movement,-19.387203401363998,11.682991698480256
578,4.617660392048355,61.085420667506085,156.05775049697633,159.321254504098,61.085420667506085,61.085420667506085,54.620273045112754,False,movement,-6.4651476223933315,11.682991698480256
579,5.3295140151466445,65.82977722080189,157.35851227115413,158.71137551730928,65.82977722080189,65.82977722080189,70.16587961992602,False,movement,4.33610239912413,11.682991698480256
580,5.693903164532313,69.38664347705802,159.49366020336512,158.0569007004595,69.38664347705802,69.38664347705802,81.82049344117758,False,movement,12.43384996411956,11.682991698480256
581,4.904749272257964,72.288330401788,160.7179283747611,158.16414256115638,72.288330401788,72.288330401788,91.32831243167828,False,movement,19.039982029890282,11.682991698480256
