frame,shoulder_flex,shoulder_abduct,elbow_flex,wrist_flex
29,-21.859151410970664,11.912343458441898,112.8695435112416,158.06362322970116
30,-23.155085357565774,13.020806858324029,114.5055077293862,156.49473382223692
31,-22.298196987951254,12.883881344326479,115.5933816920122,155.3138321143111
32,-16.62611520118787,11.170172184281721,114.65070971723594,159.77441361627817
33,-16.716982687219804,12.328097331975512,115.32401805801943,160.21679262901984
34,-23.311529251614534,13.826898419937585,113.77613973511205,160.00280222193686
35,-27.225437943007968,15.027439467897848,113.14402074214676,158.97685660187918
36,-36.103471155213796,15.281688355593163,112.61507071158871,158.27383364478683
37,-38.80885840985136,16.189196906362177,112.14677151522255,156.97556501253547
38,-44.84260608636938,18.99380612382252,114.17495424374754,155.051775163243
39,-43.776874218858374,20.1289225709923,115.55738225036623,155.84432790678764
40,-41.87245181715703,20.85533459125955,117.71974263547371,154.36574456315304
41,-43.08712256217634,21.516583161675754,118.79644953465431,156.66516286446807
42,-41.26330187236551,21.398783427971754,119.76558718910032,158.68891366297336
43,-37.23624008515662,20.76534933690794,118.89267976342917,163.0425292485213
44,-21.94878169369305,18.980484993097065,125.32891178272757,165.06492287670548
45,-6.779048083108954,17.859701243962302,132.6438011714345,164.5099819361072
46,11.968183356795816,17.357202593977902,140.87586091163732,163.44411585226734
47,17.9645531009396,19.737538863919553,144.20815840709426,158.8735466736407
48,20.446178160366433,23.557725520547198,147.15230200376362,157.6657220184711
49,23.302494390718664,24.024373418856516,145.96558497662537,159.2395386483413
50,24.572114935616252,23.899696896449953,148.12792030526336,160.08608188888496
51,30.74074022340598,22.14974272710387,149.86063085125184,160.29417327811367
52,30.931765888284954,22.056521581895325,150.93282361122675,155.16679495485226
53,29.456276096383352,21.465850631511277,152.07567674255517,151.45945147731524
54,29.148609241795928,21.014143067304172,155.45997671740693,156.4309223773075
55,22.1715360122812,21.39028353923462,155.54980344411518,154.2183341921914
56,13.491495937459273,21.72475587961497,151.0814257432356,154.30559496725712
57,4.7734403689032625,21.91014711732664,150.40932745617025,154.35336872781753
58,0.649774732946275,21.76607789057787,150.48640774189622,153.6458053032476
59,-2.3667368174729533,21.956776539527134,152.40166493010477,151.26447491519863
60,-2.2083137401442796,22.151880370193275,151.25415469583544,153.1024303028069
61,-2.419751347930249,23.01673568194202,151.10297932776572,153.41192379573556
62,-6.965596472432221,23.526824161484303,150.96664821882615,152.62754721341932
63,-8.481445220916353,24.3136767576863,150.5589127191326,151.8845177316383
64,-7.488250839786044,24.88841605352519,150.6105141375772,152.53415827281808
65,-5.4892401945971585,24.579525432452698,153.05453777617703,151.91048044515256
66,-4.97826396939046,24.039948170732423,152.7687539674862,153.33012015049198
67,-6.73908383767378,23.419536468210108,153.52594373064733,154.1706614105681
68,-6.651571472660073,23.289836591812534,154.201813015726,156.79676840523973
69,-8.981733278955112,23.257962501852894,155.73912274688246,155.92101194302666
70,-8.612895531957754,22.9712639019602,156.10646975398137,156.2799531974086
71,2.5189738145720297,23.054243964368617,157.32121970591268,155.20804561026185
72,5.661756919618684,22.350867789370067,157.86012729483545,154.05504113987098
73,12.92164321755048,22.614835920885625,158.31839913663924,154.00340029637525
74,10.734507386829241,22.47983974673277,157.6204265081696,155.18026177580091
75,18.96942869136335,22.318577380373778,156.81171584601773,154.9255475433914
76,21.861682917285915,22.465785536935037,156.77106719437484,154.4717895248471
77,20.260304733375317,22.391839175894546,155.9052703337649,154.30510561862656
78,21.581260218358615,22.09718208528398,154.72801802749515,154.36955309192265
79,10.398757360562119,20.83339552076093,152.7219057254773,155.91714406064108
80,14.304350422144754,21.036113777361077,153.6008306441052,156.38073065609768
81,24.807139884453402,20.720449125573268,154.98336174440263,155.49396549681632
82,27.905570013889633,20.93646025300405,155.08375508507638,154.5675084408628
83,30.731569649784547,20.87571678671854,155.05596249450298,153.22901012152198
84,34.11948959953463,21.294431196672186,155.1724113336353,151.95137483858105
85,37.04263238121983,21.568231694358456,153.54126066320333,151.11516485284088
86,41.141662501593125,22.10086705309779,152.53689165708957,150.606107192641
87,42.08942833865648,21.924402155311075,151.26423032383664,150.7383366714249
88,48.81819238356294,22.743208571066493,150.77547386230657,150.1080560545098
89,47.27349989039602,21.504133111798115,150.05848345093133,150.89312648237552
90,47.483965690930845,21.13981084181647,149.0796825457843,151.28879689085244
91,48.705751324279305,21.444776926644753,148.02290020005577,151.3926323870996
92,48.388279479364904,21.14353404639497,147.45112506367477,151.63136857402975
93,49.02183520808714,21.280391280470262,147.34688875411172,151.45081490377405
94,48.149927056717914,21.166425845934143,146.44427175654897,151.84531492212076
95,47.28209098963479,20.719646696333797,145.86552568973917,152.70645591351135
96,46.616053369514574,20.757965570041996,145.83623948785876,153.6335461973445
97,46.26311131916536,21.092613781109414,146.3918033497421,155.28134699453173
98,45.59874074805997,21.286564047197682,146.755072846209,155.82307880219975
99,45.62924957964224,20.30340043815696,146.73219867769973,156.6014857578963
100,45.59225943371943,19.415171354952854,146.4676858496443,157.66214221323915
101,44.91650134427855,18.632127948860372,146.80390651213364,158.09314438787433
102,44.322418606847876,18.18925577609559,147.5204111080167,157.92988639076836
103,42.569041414087636,17.396480356816408,148.322600650664,157.9181224697053
104,39.76979323513059,16.97253446707921,148.98862614204646,157.82181752457515
105,38.48874446850944,16.625959592866057,148.7796070423056,158.29090643601856
106,38.97805439733103,16.302996091227474,147.97852560625992,158.3881049760321
107,39.24159822030027,16.16020538935309,148.01773639504754,158.46656760964385
108,40.620545849392535,16.340714633282225,148.16960873569093,158.26529618150656
109,41.12326763234751,17.340831085695598,147.64879240453467,157.44383571056264
110,40.789350701407855,17.873750833080464,147.6752191966669,156.52182743011105
111,37.796866266880244,18.309170243840814,149.07452101217862,156.64764448863696
112,36.63511026360948,18.52781433264815,149.57326926797913,157.16889452031754
113,35.18242943416942,19.23931333625392,149.81318874530277,157.3090901208986
114,34.883002953799206,19.02457156898512,150.2854941774676,157.4743714328344
115,33.95717316019959,19.271614204516226,150.55561462828996,157.2001459621451
116,31.721834959749486,19.280090728376404,150.57973155241044,156.64861610427755
117,27.532175492242516,19.749883256504244,150.69013554357585,156.7353419283546
118,23.952594285538556,20.209673981086638,150.57115989368774,156.5560286589866
119,22.963106295256516,20.793669888229328,151.27506147203817,156.69767075409706
120,21.185044949883036,21.188298842592364,152.03580799644928,156.4456806416097
121,19.6084981864367,21.15522992933923,152.53195221712673,156.49426612923696
122,19.020816532168734,21.33379734057197,152.28128420821702,157.6877387825552
123,18.551768801470686,21.37484190749044,152.18400628924903,158.13830500477428
124,19.094683938190517,21.46210814505954,152.72562223156774,158.70290835421966
125,19.760713436485673,22.499588185403972,152.79443244694355,158.86110627239898
126,19.602160388502398,22.8916736822215,153.2282694269299,158.63865674655432
127,20.698463323252586,22.815985907048688,153.6672123971251,158.57802427082382
128,21.261308633516688,22.82971910165811,153.47903733994224,157.737086033024
129,23.34653374247431,23.410992358061453,153.94938529627734,157.27077439705056
130,25.096705737361454,23.893929706635262,153.9073369321607,157.2450715986465
131,25.955525215989095,24.593051622940806,153.44664090290988,157.16449514238616
132,27.72970363395305,25.07662260501738,153.5048831578156,156.96853300019455
133,26.753232005977072,24.8071613414867,153.66990756405295,157.24974045626269
134,28.593462518942424,24.533424179962026,153.7315261901117,157.10026674151217
135,26.95038762470652,23.606501548853174,153.81651249994164,157.30381939802564
136,26.190742618170315,22.54134992950646,154.1712890669513,157.70095526099675
137,24.13014132286427,21.58981069242983,154.27900002066212,157.9452532075675
138,22.380031318299853,20.926296496000237,154.46882281574096,158.08575990113846
139,19.6956424304254,20.545093442513366,154.23055159649525,157.84827066694749
140,19.586956259714903,20.138821448990523,153.69384256246073,157.71692681969125
141,18.508304963445376,19.893771686449487,153.6697544060034,157.4835725649447
142,13.396890718406159,19.638197447148706,153.56498197608866,157.17159051398966
143,13.788178122259566,19.647458429250367,153.31503053317263,156.84309211895857
144,12.081865329366982,19.560607464359304,152.76765781253752,156.82816371306654
145,12.723924363349894,19.567535882992555,152.55738936286068,156.98102188838985
146,11.308722557426796,19.64250764822571,152.7467601089405,157.07422853696417
147,11.751262436684481,19.826734254636822,152.42741151473123,157.02733614418202
148,11.887642799823258,19.665744781943047,152.5064644801389,157.15874119545182
149,12.61565504279947,19.776908616870696,152.4874248175957,157.47023915269415
150,12.805510739251176,19.640053148408533,152.85138264598157,158.01489177390866
151,13.377572077068733,19.30076111096506,152.8616000640904,158.60066674443024
152,13.970631163884955,18.992503845535083,152.09269452924616,158.88848390061938
153,13.874292773797444,18.97888508670765,151.7568288822168,158.98239732414174
154,15.57945908829725,19.108000517260894,151.50800057587102,159.1889871487102
155,16.50055809126758,19.055654547881446,151.22198158420116,159.7020727125316
156,16.525068245792593,18.92407255650693,150.8686898405747,160.12080695388573
157,16.649789531388166,18.38846253114177,150.92328656490557,160.7946643323747
158,16.049691985789583,17.543351650800965,151.54607947056954,161.07153871926968
159,16.455843308299617,16.804321519245264,152.008826550304,161.60113783531273
160,18.745313607794802,16.400222825065125,151.97459729838482,161.81870885876813
161,19.355530656922785,15.823465407190126,152.0513590799383,161.99950149933798
162,19.31367246141289,15.45836580547106,152.2006554434603,162.20563747032332
163,19.449743732674275,15.227056676596066,152.20700404368526,162.1934750049969
164,19.37865001954509,14.890473317363897,152.4619090731407,162.25971263221652
165,19.365287435700854,14.623516248442117,152.5811069967678,162.26991879573288
166,19.230651390767402,14.505860639632328,152.5501170766998,162.29431560850756
167,19.09422003666451,14.430830684276636,152.49465168765025,162.2177207726578
168,18.98354947389505,14.37316601856685,152.5448501807674,162.16681644958166
169,18.75757780239283,14.367169670044536,152.5463382739663,162.1050581969988
170,18.63792803445236,14.34000684279803,152.5548383016227,162.18416818082153
171,17.889113389854028,14.298900962286057,152.53925501164557,162.13012852385853
172,17.65205162205068,14.303348627080592,152.6097700707085,162.11731699751746
173,16.904923266620337,14.235151954950414,152.6706806307988,161.9591543917089
174,15.847947368378305,14.164716317860114,152.71494391469395,161.8019826711466
175,15.473757078284242,14.022860999190522,152.70195494749998,161.72043022750228
176,14.890087143764022,13.932717057764822,152.76935217819064,161.57704077922932
177,14.728837736330538,13.96749426591035,152.85210152772638,161.3441115679031
178,14.303630999166689,13.822617127601028,153.07004949604675,161.16366686300378
179,13.51518216774389,13.731910651248487,153.24437528261683,160.9520931249859
180,13.258336108822062,13.70564837061947,153.49827498986957,160.72829467329097
181,13.092273645098718,13.765931085601666,153.58337223767793,160.66407568804024
182,11.61916176052308,13.893508945325824,153.6916017803871,160.67520737882953
183,10.93149248516161,14.328412212717486,154.04117488560345,160.49678566897845
184,10.57778351346943,14.956569007437263,154.5407542761997,160.00153916218508
185,7.968701464206267,15.249253681989615,156.146556058466,160.49244192134324
186,7.622239557282444,15.879365516993397,157.24487998484886,160.16805133052665
187,7.270390604930997,17.02851591736511,157.73862145598636,159.39493362333886
188,4.89577701533277,18.139227871894207,158.6435647154251,159.223175443246
189,1.296607949641811,19.224484574735463,159.39148560518774,157.88482503948862
190,-1.1440864418152974,20.60788110196971,159.3622984787108,157.00117339504902
191,-2.9723260864074206,22.69001551007159,159.80132056995015,156.88341133062767
192,-4.762308833235027,24.608573799280254,160.2951023437524,157.6937866716139
193,-5.317115784071916,27.325544281501116,160.82507755626077,158.39563506149398
194,-6.409095446267524,30.495988050435148,160.5514177191714,157.95095548456092
195,-5.533065771867147,33.43566273295198,160.47027886215145,158.10812226403712
196,-4.008290228201181,35.91983472441615,159.89209787188824,158.3293363923588
197,-3.275907001257283,38.13972066292603,159.50140853116562,158.7480039083079
198,0.26644243130615647,39.626623061618396,157.2602130094027,159.06807440246246
199,-0.2545580175065817,42.451899022691464,154.82985789177275,158.34370551803912
200,-1.7095214631781648,46.74097454794984,154.50749385210705,157.34763325926062
201,3.091921933938781,50.26956878618108,153.9872496445273,157.28003535794952
202,27.056155468200185,54.15144832673071,153.7344645223261,161.8542669540024
203,29.49901485442212,59.408540865487524,157.10627125834108,161.78497082688745
204,28.171588908822432,62.22172709765128,159.19835063032667,160.98483157238553
205,25.971756748225943,66.58474094715436,160.64274329110643,160.57009938119936
206,19.685925827996098,68.15340708519707,160.46712039818212,159.81883242451622
207,14.480525585744761,69.29138644935783,160.67926040297016,158.04188865653106
208,17.286811139049355,69.84081637151812,160.2619828911118,158.22032063360808
209,15.159136582166813,69.45813605188515,160.00347633449869,157.96740170837595
210,15.218948624993077,69.2916403151023,159.52168108025072,158.1228842246015
211,12.206245680325823,69.35335302985301,159.82484634394586,157.5510616727872
212,12.961754472813725,69.12443006043806,159.45804362183443,157.74033570359475
213,15.471302176546512,68.41219455056965,159.99639285378458,157.74853323996717
214,16.159703408435515,67.92270449325305,159.45672858043645,158.0173325937554
215,16.717938719359793,67.58223459132616,158.98582711773307,158.31193051264395
216,16.585769822616196,67.69234006496268,158.4788972058511,158.3102452367703
217,16.069494309720483,67.48136963808479,158.23270685253493,158.56264513306337
218,13.194368402968054,67.47971380327738,158.44512502406212,158.16983256992577
219,13.323184984757846,67.42738375609648,158.36773260073423,158.46804291874696
220,12.916784795023238,67.4239455960067,158.85014236382557,158.51686770026095
221,11.589120746890318,67.91512870862353,158.52217094781236,159.19845895506165
222,9.23277316712483,68.61721667434635,160.98026647641956,157.94700783828657
223,6.800108535574608,69.47681846063156,160.05340910944292,158.36043400472605
224,5.412476846552001,70.38419802940821,159.19898625172797,157.7260896858021
225,2.7546061791755623,71.17888974361976,159.2062825829955,157.62316429692595
226,3.310785281518007,72.24552263968569,158.96509212643366,157.50324768140598
227,3.197594550900497,73.66182577209347,157.75451041776267,157.45928628203208
228,4.509343667102017,74.37692230436618,155.6293008627145,156.72392726947214
229,6.5009731526438514,75.33910468897007,152.66690221262894,156.28995046568232
230,6.9367271678210685,76.90718877403884,148.73468755300703,158.53276347324427
231,14.277130444521815,77.5563554236963,142.53540101965604,163.34841789134052
232,39.45561879237335,77.54892625198201,137.89267058368202,165.08659499991657
233,50.88675602959207,77.76981500191273,133.85702468989922,161.26031743185973
234,52.61489979288662,79.37217863813952,128.35686239429708,160.60132840034026
235,53.03188306294639,82.31472455548845,122.13038505530932,157.611119992229
236,53.6642210541514,83.51291833234356,119.42757407710512,154.96513384415735
237,54.10185635045331,85.22843500444189,116.83043892137495,149.88364025581083
238,53.30868460365137,86.83752845983122,110.24499544114559,144.68938147763103
239,52.95436434314948,88.04194089601637,104.97629067652367,143.4656989030392
240,53.69101597893579,89.46434784770508,101.96993228700605,143.85967885658943
241,54.20684002386227,89.75217353126109,98.60934431565717,143.68164668885336
242,55.17053271490794,89.9566919998847,95.52181169685724,143.73797306492048
243,56.04445601192096,89.78002393658645,92.9955868446805,143.46507456094744
244,56.9926121232182,89.89851667020491,90.35509982956906,142.44492411377138
245,57.078044166908924,89.88491598482369,89.20441921770355,142.45554635787195
246,57.62943181283392,90.00106009764352,88.61747252894882,141.67979530311575
247,58.38789847678997,90.16781448313507,89.47643363724919,140.41726773113015
248,58.58550900846331,90.16104446883138,90.53002686520627,139.8761778524099
249,58.71126805897914,90.18163965038855,91.34136088391894,139.47183906733986
250,58.75453394143222,90.26985676053086,92.5086523065254,139.24065103421069
251,58.806619578294644,90.28764336422657,93.09436048062278,139.0687162615579
252,58.783904611333305,90.29424897886422,93.07787636127169,138.89599238778436
253,58.749047360383216,90.31938852458029,93.17283903427199,139.2597539052097
254,58.81666524204426,90.33540196830012,92.7635373702726,139.62766474422375
255,58.86997315164088,90.36892718084694,92.65091456082601,139.96118203263907
256,59.0549695413504,90.587621806115,92.73846658446683,140.4027773285556
257,59.240493671335216,90.66887040629693,92.70226453227176,140.73469139203362
258,59.4906073635468,90.74513582763194,92.86120653589026,140.8724325143905
259,59.554752423547185,90.7329797190892,92.89531357686988,140.87219710581775
260,59.70237671818577,90.70474072558774,92.87139703867352,140.8926838354936
261,59.73243615121938,90.70542317661905,92.90039521232295,140.96892103366437
262,59.82291223510612,90.78445106453871,92.97273635056162,141.17407768864848
263,59.91999346578227,90.82157083754805,93.16046464826783,141.4039818843971
264,59.87097319950601,90.73234278797786,93.63292118392552,141.35096833435887
265,59.89649573436818,90.74272045487706,93.69546282301212,141.36812741537827
266,59.77879448399049,90.52921404713959,93.7075348521365,141.74823928418047
267,59.70255897682517,90.3058392011265,93.69031458725078,142.02476254340866
268,59.48815787500121,90.20857503572273,93.64931643075215,141.9908413834064
269,59.47818117710669,90.12278382238404,93.78129959163353,142.04285706000957
270,59.46458435620095,90.08758882532737,93.786970035985,142.14133696702436
271,59.38672147026194,90.03112731585622,94.01733976081904,142.16915071799522
272,59.41309700530868,89.98383445651902,94.08385797279156,142.104218839842
273,59.404819248628186,89.95784983416901,94.07022513986878,142.12180307399353
274,59.43832137145576,89.9247927931904,94.08915798872198,142.0741053244888
275,59.39431194123163,89.91370948029561,94.07368015971076,142.06102070724808
276,59.298913279712856,89.77649698072541,93.97981529497149,142.18376881838898
277,59.34621663293814,89.83851620833731,93.95257825833541,142.28116009003867
278,59.141425021846615,89.76728933071921,93.66673533176875,142.2755722464023
279,58.858726593614584,89.56809941197345,93.27058801495158,142.02942083986844
280,59.056113715605875,89.5826194407295,93.2514446258865,142.00475264348543
281,59.16194805822572,89.59993709812085,93.21996104821355,142.0213066409155
282,59.0826885594561,89.53539382813047,93.17618369914764,142.05719250476795
283,59.0456311484756,89.42685555921486,93.16631816264058,142.10929491063683
284,59.06164196276515,89.31445904186647,93.15526588574578,142.268471785014
285,58.72580527202853,89.04203300446474,93.01113294496675,142.45105688620572
286,58.58176222993005,88.7483209047079,92.83969901074771,142.8468203008194
287,58.56268192120637,88.44145391345332,92.67500359989052,143.26055157193127
288,58.5943386925548,87.98562802266515,92.62310763008487,143.59380813557922
289,58.66995638240174,87.0070283238964,92.15839685863347,144.22801903716817
290,59.00802798587894,84.73968355630403,91.12777581591062,145.4051340793095
291,59.14001047535665,82.1378539516056,89.95160535643565,146.36172210237225
292,58.78996265129094,79.07104860963535,88.08483880781331,147.69723156759497
293,58.46478113661977,74.40983494782968,85.91023407525789,149.57688146250894
294,58.07037468393507,69.91028532517964,84.84453854112533,151.27995746556402
295,57.34621806229823,64.94230675407302,84.26005438743397,153.34438720734082
296,56.140672388707685,62.55442844213285,85.46221758075772,153.70359822353694
297,54.587316606000755,56.446571272988095,89.64603332549785,156.4379497076723
298,52.90515399671505,51.55666728823024,96.57501457124418,156.56412088739316
299,51.84802618774042,45.8413929522826,104.86395821766456,156.66539264202567
300,53.65492789395753,45.44277699205845,110.0306746700132,152.05146938836882
301,53.87286301103207,40.29544192112078,124.22277134730695,147.30732777160972
302,43.114917959019124,37.47118270680536,133.60847063218853,152.9105199208911
303,11.240347091340267,34.78636462533632,139.77394131640278,153.6041729455644
304,-10.491594530816236,32.58375242048497,143.9132162715863,152.7576020345301
305,-17.90367774084847,29.89547368578019,146.59848251387598,151.72908222477867
306,-9.796629957941196,27.190708289884764,151.3572805899621,154.2681515219879
307,-4.4511617901948375,24.535537305848987,154.10249906611853,155.208129750462
308,-6.070401148906717,23.069728472879227,156.28484517355287,155.05017116218733
309,-6.484548229771636,21.649112098011482,155.81225761961585,157.28830655321036
310,-6.838184011556097,20.384551285380244,153.6678462899056,158.76817744058366
311,-7.585677045555514,19.76959334819218,151.64299383536775,159.17539667215064
312,-6.617233923966546,19.28867615528884,151.10305434648544,159.5514673678182
313,-6.1201660185897815,18.74829201484714,150.91731287464683,160.12252487872317
314,-5.54309078038893,18.042133739147964,151.04454519395188,161.15658435257438
315,-4.882197936300359,17.440533466261048,152.6009023237942,161.4411692832052
316,-4.601744468022113,17.073341482113715,153.669828669797,161.68644934215234
317,-4.272099355039275,16.467825449386822,154.40729153415998,161.91672581322123
318,-3.8278048029299403,16.21049149373454,154.43574883872765,162.15140685656752
319,-3.520121933757512,15.953643759209108,154.5995112739171,162.2788270335338
320,-3.013785194383249,15.879238346866199,154.6284561209048,162.18041972206123
321,-2.3042957295843456,15.898520602445503,154.81589980338592,162.103875122589
322,0.34292266675832406,15.840499908254854,155.12595203345694,162.01010982344644
323,1.826511624909221,15.844725428960698,155.43723759997707,161.95396764877356
324,4.231171802714414,15.85522741090461,155.55984790498258,161.93433916700687
325,7.016846046376281,15.953364262072808,155.7301318400215,161.88917729876573
326,8.167674153588807,15.999762230572092,155.78584759242378,161.89767193004175
327,8.411863024089117,16.05564199919482,155.85596283533988,161.9907886757736
328,8.703685219164988,16.104583883669022,155.86420565278084,161.99401971485025
329,8.665313416709369,16.12770923869743,155.84704692449128,161.94107219672094
330,8.381221381259001,16.140890701046107,155.78746819990548,161.9020946254098
331,8.029463515564485,16.127519218398838,155.86320640222718,161.83158608109252
332,8.063646474176101,16.11847134723494,155.78793950622577,161.8026814323952
333,8.036030162789425,16.148006848960748,155.79955858656865,161.80648606713592
334,7.910820967160698,16.14615855428711,155.84531843428334,161.77274514444758
335,7.824270275632495,16.160624207401288,155.90433508039263,161.7151306447442
336,7.656657096898657,16.14601498377742,155.99352079893006,161.6506072599075
337,7.6222548620718875,16.153477217372675,156.02531933021694,161.75369675882177
338,7.642030751767783,16.189367905207867,156.03863387131676,161.79235603500425
339,7.125150707075378,16.152857650813075,156.11050308180924,161.79966520117623
340,6.76526189606689,16.145565579381728,156.213475231524,161.85687234907238
341,6.3077472691322996,16.16197340952044,156.26552747368893,161.7854035472356
342,6.004998773113136,16.16470153289413,156.31331738901173,161.7458324512658
343,5.338082450472747,16.13939037904746,156.1618025203172,161.78853450923498
344,4.932269907136293,16.093454124820227,156.1460370345814,161.76483240794246
345,4.636456600929034,16.064851982131927,156.08229813204645,161.7461705358552
346,4.464764183702393,15.995098360751244,156.07049415259522,161.68238507146208
347,4.139917980385786,15.991120697934882,156.07577050419988,161.59102905666344
348,3.007162414160449,15.927028635108835,156.11080063320458,161.5370362771624
349,2.7813200686228305,15.91027478443474,156.10437666153163,161.52318017638942
350,2.1868823024198596,15.746106181799549,156.13304107508293,161.51586712452416
351,2.19198848845814,15.727893380264964,156.13417325638727,161.50366177127484
352,1.8988767009551115,15.700994520068013,156.11597186683477,161.48653494230246
353,1.9390560327400697,15.763858132409258,156.1531877877672,161.39558345680803
354,2.158926913830591,15.78134998295327,156.16327190044652,161.27892455681237
355,2.1386920775254468,15.786191717265206,156.20326456480856,161.25107254334958
356,2.4094913309167407,15.915600308232728,156.2345514138777,161.08897078592827
357,2.678101093074393,16.07688382083777,156.16640050138503,160.9396769193712
358,3.361183650583164,16.203125758003626,156.03633954756694,160.8166849509158
359,3.7857034631137294,16.284679771088957,155.92920820638955,160.712789286281
360,4.141082783830247,16.474645891227155,155.8974737300036,160.56853976057553
361,4.927466861380103,16.49501465687935,155.74384018081736,160.5073679189627
362,5.235324858907309,16.550857656546935,155.65090940999298,160.43919197206182
363,5.470540207465811,16.61796797733464,155.5283589484887,160.37590146540296
364,5.550441219868223,16.686985333049474,155.43201274261747,160.35137277038675
365,5.498648646443746,16.7646378073997,155.2962928894469,160.32694520522415
366,5.61160116041826,16.858222970544638,155.22355227489734,160.33190099542205
367,5.7615164714647324,16.96293754257565,155.11855803414005,160.3596797119701
368,6.131984788979262,17.047710059417778,154.96343887613446,160.38239905798912
369,6.56654096669246,17.07979789075545,154.83538337229302,160.3979900035681
370,6.788538356869564,17.067560813785565,154.70057160289912,160.46204567313174
371,6.948834479703931,17.041874552361364,154.6297633223825,160.5849289660261
372,7.625662612578655,17.04543174647684,154.55607072167817,160.58654896116468
373,7.647580936262133,16.99511196161052,154.480264315246,160.6935080475957
374,7.5525945912469385,16.849403360553,154.45026447899767,160.82740260579288
375,7.430558949584887,16.72822578507015,154.38767894208013,160.86015282218898
376,7.375249139191229,16.464006623305803,154.54717167287572,161.01396493117417
377,7.167379883013909,16.22979290519813,154.6286261768346,161.15382136291984
378,7.0946391821773,16.047239137060927,154.65287467914675,161.2860344715451
379,6.137263278148534,15.868747911465572,154.53601633398813,161.37576261725587
380,5.711598822672257,15.773956266850057,154.51810888541448,161.42819169955112
381,5.555711753875138,15.67961112245707,154.39420661770544,161.43390939287173
382,5.299589135110161,15.604014017736954,154.33044502399142,161.4029251669274
383,5.282093504753718,15.578685668400842,154.31251475286726,161.42307825569574
384,5.745591811131694,15.570132378154682,154.3528090793983,161.4007405507859
385,5.7489573713616124,15.575882516526036,154.37099125855826,161.41016834635022
386,5.769718909319941,15.565918391459906,154.40811455881177,161.47171987236868
387,5.983580735909836,15.612068699390452,154.54922813203623,161.4062357389722
388,5.995002745976145,15.679754727061656,154.6936135059717,161.2767860626101
389,5.891380716421492,15.803630439600838,155.14092721517974,161.24070712780403
390,5.214608009558287,15.903618212804396,155.70166242545932,161.1349763075558
391,5.06982080081845,16.111505660747408,156.48479577518927,160.9525957848087
392,0.5741253045219843,16.22671381441344,158.45498597157453,160.92949257263123
393,0.6594684306498935,16.80712479230906,159.5565004100761,159.9196573663236
394,-0.6241274856864188,17.797225747897627,160.01168237321158,158.90782815036331
395,-1.7341806820209675,20.051681470716098,160.5069007158034,159.03635179877045
396,-4.4269174975683425,22.54456585380837,161.46957457332405,159.274614027926
397,-6.055710236222025,26.47355003096458,161.19163122367584,159.00931669099313
398,-4.29321971287605,30.07236180869092,160.68634915868907,158.30560498118007
399,5.20767939015207,33.64277464799727,160.35747054802317,159.1723542042147
400,10.627863515335777,36.40558025270894,159.9353409822505,159.66631569360717
401,13.9292889259676,40.222358017983474,157.79862899997772,158.232519337602
402,11.95267210106541,42.527828767575784,156.23387036249403,158.17682177408415
403,10.46156902667627,45.331885482726754,154.73854527148973,157.88764656708344
404,7.989055811921614,47.905934363364395,154.1713808293756,158.5139427487185
405,4.905426415152378,56.36318824272068,156.19635435205964,158.2243821900483
